date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-06-05,3481,55899619,676624186,12.0,12.2,11.95,12.1,0.15,10957
2025-06-04,3481,58930980,705277184,11.85,12.1,11.85,11.95,0.1,12435
2025-06-03,3481,56783319,673020480,11.9,11.95,11.75,11.85,0.05,12061
2025-06-02,3481,72496172,866933064,12.25,12.3,11.8,11.8,-0.4,18246
2025-05-29,3481,76166144,933837664,12.45,12.5,12.15,12.2,-0.15,19378
2025-05-28,3481,59155040,736272452,12.65,12.7,12.3,12.35,-0.2,14692
2025-05-27,3481,70769943,894740936,12.8,12.85,12.5,12.55,-0.2,17809
2025-05-26,3481,73165348,940323493,13.1,13.15,12.75,12.75,-0.25,16882
2025-05-23,3481,53478993,697482607,13.15,13.15,13.0,13.0,-0.15,11748
2025-05-22,3481,91212267,1206041376,13.15,13.4,13.05,13.15,0.0,17335
2025-05-21,3481,102235434,1437560384,14.05,14.15,13.95,14.1,0.1,14626
2025-05-20,3481,68602550,958798833,14.0,14.05,13.85,14.0,0.1,10843
2025-05-19,3481,78610388,1101478993,14.1,14.15,13.9,13.9,-0.15,11798
2025-05-16,3481,79896742,1125442198,14.15,14.25,13.95,14.05,0.05,12532
2025-05-15,3481,45022858,632056018,14.1,14.15,14.0,14.0,-0.1,9631
2025-05-14,3481,95558410,1355695174,14.25,14.55,14.0,14.1,0.0,16310
2025-05-13,3481,82352174,1166997383,14.25,14.3,14.05,14.1,0.0,11881
2025-05-12,3481,48302598,683910122,14.1,14.3,14.05,14.1,0.15,8145
2025-05-09,3481,67282690,942035332,14.0,14.1,13.9,13.95,-0.1,12172
2025-05-08,3481,47870210,673079607,14.1,14.15,13.95,14.05,-0.05,8077
2025-05-07,3481,47648927,674580595,14.05,14.3,14.0,14.1,0.1,9767
2025-05-06,3481,33885957,472866284,14.0,14.05,13.8,14.0,0.05,7708
2025-05-05,3481,48396503,678036889,14.0,14.2,13.85,13.95,-0.05,10603
2025-05-02,3481,39785842,555825427,13.95,14.05,13.85,14.0,0.3,8354
2025-04-30,3481,35986832,495809105,13.85,13.9,13.7,13.7,-0.15,7806
2025-04-29,3481,47458854,656278882,13.95,13.95,13.7,13.85,-0.15,9882
2025-04-28,3481,63508925,884007896,14.2,14.2,13.75,14.0,-0.15,14852
2025-04-25,3481,36419345,520511385,14.35,14.5,14.15,14.15,-0.05,8252
2025-04-24,3481,67287090,952010600,14.4,14.4,13.95,14.2,-0.2,12684
2025-04-23,3481,80330818,1161051339,14.65,14.65,14.3,14.4,-0.05,13820
2025-04-22,3481,68076013,977081404,14.3,14.55,14.15,14.45,0.0,11416
2025-04-21,3481,70073712,1002243537,14.1,14.5,14.0,14.45,0.3,12700
2025-04-18,3481,55765038,778081348,13.65,14.15,13.6,14.15,0.5,9037
2025-04-17,3481,43556395,592451126,13.55,13.8,13.4,13.65,0.1,7758
2025-04-16,3481,59284578,809223803,13.9,13.9,13.55,13.55,-0.5,14386
2025-04-15,3481,56660892,784177408,13.65,14.1,13.6,14.05,0.4,11347
2025-04-14,3481,88821018,1217297510,13.6,13.95,13.5,13.65,0.45,17760
2025-04-11,3481,84429866,1093424973,12.7,13.2,12.35,13.2,0.1,16835
2025-04-10,3481,43548233,570481206,13.1,13.1,13.05,13.1,1.15,7803
2025-04-09,3481,143004627,1766684727,12.65,13.0,11.65,11.95,-0.85,26465
2025-04-08,3481,179441552,2338454586,13.4,13.8,12.7,12.8,-1.3,34192
2025-04-07,3481,12409528,174973980,14.1,14.1,14.1,14.1,-1.55,4503
2025-04-02,3481,33654249,524418550,15.5,15.65,15.4,15.65,0.15,8058
2025-04-01,3481,59730968,923784277,15.25,15.7,15.15,15.5,0.4,11336
2025-03-31,3481,82688943,1252327259,15.2,15.35,15.0,15.1,-0.55,15119
2025-03-28,3481,72381330,1133775618,15.9,16.0,15.5,15.65,-0.3,14703
2025-03-27,3481,61785776,991667897,15.95,16.25,15.85,15.95,-0.05,12700
2025-03-26,3481,56641347,903815662,16.05,16.1,15.8,16.0,0.1,10949
2025-03-25,3481,66295870,1058773586,16.25,16.3,15.8,15.9,-0.2,13010
2025-03-24,3481,61733386,998098430,16.2,16.35,16.05,16.1,-0.05,11954
2025-03-21,3481,113136006,1827131762,16.3,16.35,16.0,16.15,-0.3,17297
2025-03-20,3481,78507614,1286379927,16.45,16.45,16.25,16.45,0.1,15412
2025-03-19,3481,108225138,1764992532,16.1,16.45,16.05,16.35,0.2,22512
2025-03-18,3481,109408588,1754057595,16.0,16.15,15.85,16.15,0.15,21560
2025-03-17,3481,215266784,3438626853,15.7,16.25,15.6,16.0,0.4,41054
2025-03-14,3481,283821479,4429768509,15.25,15.85,15.2,15.6,0.9,46106
2025-03-13,3481,61237921,915591426,15.1,15.3,14.7,14.7,-0.2,12121
2025-03-12,3481,29369657,437582730,14.85,15.0,14.75,14.9,0.0,6878
2025-03-11,3481,56715724,826936779,14.6,14.95,14.25,14.9,0.0,12808
2025-03-10,3481,30126642,449915272,15.05,15.05,14.8,14.9,-0.05,6477
2025-03-07,3481,22783169,341829474,15.0,15.1,14.95,14.95,-0.05,6909
2025-03-06,3481,35388746,535929659,15.25,15.35,15.0,15.0,-0.15,10805
2025-03-05,3481,64372280,967226669,14.75,15.2,14.6,15.15,0.5,16339
2025-03-04,3481,38635776,558883748,14.4,14.65,14.2,14.65,0.05,10310
2025-03-03,3481,47888520,704431927,14.8,14.85,14.6,14.6,-0.3,11828
2025-02-27,3481,47965645,718124634,15.05,15.1,14.9,14.9,-0.15,8781
2025-02-26,3481,40222039,601762324,15.05,15.05,14.85,15.05,0.0,9403
2025-02-25,3481,53979100,816533970,15.05,15.3,14.95,15.05,0.0,12096
2025-02-24,3481,33239897,498902227,14.9,15.15,14.85,15.05,-0.05,8733
2025-02-21,3481,40598621,609629021,15.05,15.1,14.9,15.1,0.1,11205
2025-02-20,3481,61109868,916475171,14.95,15.2,14.85,15.0,0.1,15935
2025-02-19,3481,126392837,1883797877,14.6,15.1,14.6,14.9,0.55,27689
2025-02-18,3481,34518267,494270169,14.4,14.45,14.2,14.35,-0.1,14096
2025-02-17,3481,54216047,775498951,14.15,14.5,14.05,14.45,0.3,10823
2025-02-14,3481,77147935,1086140100,14.25,14.3,13.85,14.15,0.2,13222
2025-02-13,3481,89000082,1231379614,13.5,14.0,13.45,13.95,0.55,15271
2025-02-12,3481,66905099,907156550,13.6,13.85,13.4,13.4,-0.1,12247
