日期,股票代碼,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2026-09-04,3231,82904263,16291830429,195.5,200.0,193.0,198.0,9.5,62558
2026-09-03,3231,97294860,18657223713,188.0,196.0,186.5,188.5,3.0,79426
2026-09-02,3231,84035531,15745142226,184.0,192.5,183.0,185.5,3.5,52422
2026-09-01,3231,27956611,5043059061,179.0,182.0,178.0,182.0,4.0,18552
2026-08-31,3231,38946890,6920710494,176.0,181.0,174.0,178.0,0.0,21811
2026-08-28,3231,26484639,4750106370,182.5,183.5,178.0,178.0,-1.5,22055
2026-08-27,3231,50713058,9328470967,184.5,188.0,179.0,179.5,-2.5,32215
2026-08-26,3231,21024695,3786187071,177.0,182.0,176.0,182.0,3.5,17112
2026-08-25,3231,56952684,10117945712,177.5,184.5,172.5,178.5,3.0,36176
2026-08-24,3231,20241627,3557053724,176.0,177.5,173.5,175.5,0.0,14735
2026-08-21,3231,28030661,4938627381,178.0,178.0,175.0,175.5,-4.5,22173
2026-08-20,3231,33489412,6009449723,183.5,184.0,177.0,180.0,-2.0,23253
2026-08-19,3231,28162708,5047291158,177.0,182.0,175.0,182.0,1.0,19267
2026-08-18,3231,39193616,7140673888,186.5,187.0,179.0,181.0,-6.0,35903
2026-08-17,3231,51873498,9720280324,193.5,193.5,184.5,187.0,-6.5,40294
2026-08-14,3231,94749279,18829679790,198.0,206.0,193.0,193.5,-3.5,71009
2026-08-13,3231,72282415,14234067552,196.0,199.5,193.5,197.0,3.5,57489
2026-08-12,3231,43108701,8310754478,189.5,195.0,189.0,193.5,2.5,28218
2026-08-11,3231,34518451,6600172172,190.0,193.5,188.0,191.0,-2.0,22320
2026-08-10,3231,69635753,13253701066,185.5,193.5,184.5,193.0,9.5,48451
2026-08-07,3231,65415961,12025123891,188.0,188.0,180.5,183.5,-6.0,51497
2026-08-06,3231,83293423,15950778872,193.5,199.0,188.0,189.5,-3.5,64047
2026-08-05,3231,206766416,40612720772,198.0,202.5,190.0,193.0,-2.0,171301
2026-08-04,3231,153901367,29533146551,186.5,198.0,183.0,195.0,9.0,111228
2026-08-03,3231,162427285,29618233645,172.5,188.0,169.5,186.0,10.0,100865
2026-07-31,3231,138686721,23937749417,176.0,176.0,165.5,176.0,16.0,79424
2026-07-30,3231,82602193,13441184391,170.0,170.5,157.5,160.0,-9.5,63440
2026-07-29,3231,155521276,26607620065,173.0,178.5,164.0,169.5,-0.5,105673
2026-07-28,3231,83361429,14319982787,168.0,177.5,167.0,170.0,-7.0,56974
2026-07-27,3231,109006063,18820900168,180.0,180.5,167.5,177.0,-2.0,74481
2026-07-24,3231,179841065,32336958893,175.0,184.0,173.0,179.0,5.5,118331
2026-07-23,3231,218008949,37999830284,168.0,179.5,165.5,173.5,9.5,128443
2026-07-22,3231,94856772,15392894552,154.0,164.0,153.5,164.0,14.5,48102
2026-07-21,3231,36192970,5382308798,145.0,150.5,144.5,149.5,6.0,23004
2026-07-20,3231,51717481,7482595188,142.0,147.0,141.5,143.5,4.5,28074
2026-07-17,3231,38762694,5468764556,144.0,144.5,139.0,139.0,-7.5,27236
2026-07-16,3231,30591982,4471080929,144.5,148.0,143.0,146.5,1.0,17408
2026-07-15,3231,26071700,3776587179,144.0,146.5,142.5,145.5,3.0,14934
2026-07-14,3231,27925626,3943846604,144.0,145.0,139.0,142.5,-1.0,21866
2026-07-13,3231,27031128,3900747066,147.0,148.0,142.5,143.5,-1.0,20717
2026-07-09,3231,29080046,4235251008,147.0,148.0,144.5,144.5,-2.0,24214
