date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2026-06-24,5452,1217042,41064269,33.55,34.25,33.15,33.95,-0.25,947
2026-06-23,5452,2436177,84124990,35.85,35.95,33.8,34.2,-1.35,2031
2026-06-22,5452,4362234,156413382,34.6,36.5,34.4,35.55,1.65,2847
2026-06-18,5452,2131194,72319245,33.7,34.6,33.2,33.9,0.6,1412
2026-06-17,5452,1166287,39109497,33.9,34.0,33.15,33.3,-0.6,904
2026-06-16,5452,1744439,59018387,33.8,34.3,33.25,33.9,0.45,1410
2026-06-15,5452,1982777,66146692,33.3,33.7,32.8,33.45,1.25,1299
2026-06-12,5452,1540246,49345308,31.75,32.75,31.5,32.2,1.45,1036
2026-06-11,5452,1609295,49536377,31.0,31.5,30.2,30.75,-0.35,1186
2026-06-10,5452,3449644,111217594,32.9,33.5,31.05,31.1,-2.25,2355
2026-06-09,5452,2008378,66752906,33.3,34.35,32.7,33.35,0.75,1398
2026-06-08,5452,2845601,92144147,32.05,32.95,32.05,32.6,-3.0,2085
2026-06-05,5452,8441891,305187085,36.35,37.5,34.25,35.6,-0.55,5397
2026-06-04,5452,9394727,341843146,35.35,37.5,35.05,36.15,0.8,5787
2026-06-03,5452,4458188,155959176,34.15,36.2,33.5,35.35,1.2,2800
2026-06-02,5452,3003547,103596801,35.15,35.6,33.45,34.15,-0.95,2749
2026-06-01,5452,5749051,202346750,35.3,35.95,34.7,35.1,0.15,4377
2026-05-29,5452,8035274,276499116,32.5,35.5,32.05,34.95,2.6,5015
2026-05-28,5452,1952407,64525496,32.85,34.0,32.0,32.35,-0.5,1532
2026-05-27,5452,1532896,50740124,33.8,33.85,32.7,32.85,-0.65,1363
2026-05-26,5452,2762439,93563935,35.0,35.55,33.2,33.5,-1.35,1989
2026-05-25,5452,3456447,121105619,35.45,35.5,34.65,34.85,0.25,2872
2026-05-22,5452,4443000,152191992,33.4,34.95,33.05,34.6,1.8,3146
2026-05-21,5452,1819845,59702523,31.9,33.3,31.9,32.8,1.05,1208
2026-05-20,5452,1022893,32278918,32.05,32.1,31.25,31.75,-0.3,934
2026-05-19,5452,1239380,40242093,32.8,33.15,31.95,32.05,-0.3,801
2026-05-18,5452,1232651,39673231,31.7,32.75,31.2,32.35,0.65,934
2026-05-15,5452,2107382,68176834,33.4,33.6,31.55,31.7,-1.15,1513
2026-05-14,5452,1561402,51217496,33.2,33.7,32.05,32.85,-0.05,1107
2026-05-13,5452,1362546,44864034,33.5,33.6,32.6,32.9,-0.6,1076
2026-05-12,5452,1995851,66664002,33.75,34.0,32.7,33.5,-0.1,1498
2026-05-11,5452,2909109,97589420,32.4,34.0,32.3,33.6,1.45,1827
2026-05-08,5452,2972390,98456467,32.95,34.65,31.8,32.15,-0.8,1894
2026-05-07,5452,1980446,65610062,34.1,34.1,32.9,32.95,-0.65,1681
2026-05-06,5452,3175477,106143569,33.85,34.5,32.45,33.6,0.1,2037
2026-05-05,5452,1993653,65683416,32.75,33.5,32.3,33.5,1.35,1392
2026-05-04,5452,1856483,60164369,32.0,33.3,31.55,32.15,0.7,1347
2026-04-30,5452,1551183,49531086,32.5,32.55,31.25,31.45,-1.05,1312
2026-04-29,5452,1836981,59334874,31.7,32.95,31.2,32.5,0.8,1328
2026-04-28,5452,1154072,36626018,32.25,32.25,31.2,31.7,-0.55,999
2026-04-27,5452,2723406,87693898,32.0,32.9,31.6,32.25,0.9,1985
2026-04-24,5452,2847654,88465160,32.4,32.4,30.25,31.35,-0.8,2113
2026-04-23,5452,5024350,163751518,34.9,35.1,31.3,32.15,-2.6,3262
2026-04-22,5452,2656689,93209965,35.55,35.9,34.7,34.75,-0.5,1846
2026-04-21,5452,3794601,135263656,36.3,36.5,35.2,35.25,-0.65,2982
2026-04-20,5452,8766007,318325983,34.6,37.4,34.6,35.9,1.75,5625
2026-04-17,5452,2868162,99100620,34.75,35.3,33.9,34.15,-0.4,2559
2026-04-16,5452,2297932,78116668,33.4,34.8,33.2,34.55,1.65,1873
2026-04-15,5452,2173013,72588217,34.35,34.4,32.75,32.9,-1.0,2024
2026-04-14,5452,2353333,80679583,35.65,35.65,33.9,33.9,-0.9,2843
2026-04-13,5452,4172843,145179013,33.0,35.6,33.0,34.8,2.1,3521
2026-04-10,5452,1347814,44056158,32.85,32.95,32.25,32.7,0.2,1426
2026-04-09,5452,1694308,55214400,33.15,33.15,32.2,32.5,-0.4,1452
2026-04-08,5452,1692941,55590984,32.8,33.2,32.3,32.9,0.6,1662
2026-04-07,5452,2073406,65769957,32.1,32.5,30.5,32.3,0.9,1845
2026-04-02,5452,2702615,87257261,33.45,33.7,31.4,31.4,-2.0,2254
2026-04-01,5452,1986594,67108083,33.6,34.75,33.4,33.4,0.55,1734
2026-03-31,5452,2750449,91538268,33.6,34.6,32.3,32.85,-0.65,2518
2026-03-30,5452,2009939,67304934,33.5,34.0,33.1,33.5,-0.8,1902
2026-03-27,5452,3445735,117202114,33.9,34.85,33.05,34.3,-0.05,2277
2026-03-26,5452,4470146,157861805,35.9,36.6,34.05,34.35,-1.55,3515
2026-03-25,5452,4946600,175757870,35.15,36.35,34.95,35.9,1.05,3470
2026-03-24,5452,11429332,409911597,36.3,38.4,34.1,34.85,-1.25,7628
2026-03-23,5452,34263506,1316188650,38.0,40.85,36.05,36.1,-3.35,19009
2026-03-20,5452,23965684,944240198,36.85,39.6,36.6,39.45,3.45,9904
2026-03-19,5452,9193183,328962128,34.5,36.85,33.95,36.0,1.5,5876
2026-03-18,5452,4337008,149418922,35.0,35.3,33.7,34.5,-0.15,3424
2026-03-17,5452,8600219,299689616,33.9,36.2,33.65,34.65,1.5,5914
2026-03-16,5452,2882003,97026164,32.75,34.7,32.75,33.15,0.4,2174
2026-03-13,5452,2508652,83213343,33.2,33.85,32.75,32.75,-0.95,1806
2026-03-12,5452,6934790,239863461,34.2,35.75,33.7,33.7,-0.6,4514
2026-03-11,5452,5725597,193831539,31.5,34.3,31.4,34.3,3.1,3084
2026-03-10,5452,1854440,58734693,31.3,33.2,30.9,31.2,0.05,1353
2026-03-09,5452,2271551,70539025,32.4,32.4,30.15,31.15,-2.35,1904
2026-03-06,5452,2377962,78465537,31.9,33.8,31.25,33.5,1.55,1713
2026-03-05,5452,2062498,66893023,32.8,33.6,31.6,31.95,0.15,1608
2026-03-04,5452,2765949,88211814,33.2,33.3,31.15,31.8,-2.3,2095
2026-03-03,5452,11963711,419267019,35.15,37.4,32.5,34.1,-0.65,8128
2026-03-02,5452,6938514,237670367,30.7,34.75,30.5,34.75,3.15,5850
2026-02-26,5452,2263536,71299082,30.7,32.2,30.55,31.6,1.2,1733
2026-02-25,5452,986437,30306072,31.25,31.45,30.35,30.4,-0.45,1174
2026-02-24,5452,1269641,39314709,31.0,31.5,30.65,30.85,-0.35,1389
2026-02-23,5452,2268360,70195277,29.2,31.5,29.15,31.2,2.4,1731
2026-02-11,5452,956883,27894276,28.6,30.25,28.6,28.8,0.2,763
2026-02-10,5452,803286,23208617,29.3,29.5,28.6,28.6,-0.7,691
2026-02-09,5452,809301,24038132,30.1,30.75,29.3,29.3,0.2,699
2026-02-06,5452,996710,29048601,29.8,29.8,28.55,29.1,-0.85,842
2026-02-05,5452,1406828,43093459,30.95,31.95,29.95,29.95,-1.1,1183
2026-02-04,5452,3104614,98074617,31.8,32.35,31.05,31.05,-1.05,2072
2026-02-03,5452,2626117,81644048,30.05,32.1,29.55,32.1,2.9,1891
2026-02-02,5452,1503149,44055976,28.65,29.9,28.6,29.2,-0.2,1098
2026-01-30,5452,1818218,54371967,30.8,31.05,29.4,29.4,-1.4,1326
2026-01-29,5452,2647836,82576197,32.2,32.8,30.3,30.8,-1.1,1865
2026-01-28,5452,2085827,66926159,32.55,32.8,31.7,31.9,-0.65,1611
2026-01-27,5452,3830817,127426939,34.65,34.65,32.5,32.55,-2.4,2833
2026-01-26,5452,7456118,252995731,33.2,35.35,32.0,34.95,2.55,4776
2026-01-23,5452,3358822,108786481,32.3,33.4,31.15,32.4,0.15,2387
2026-01-22,5452,3853949,126135626,33.95,34.45,31.95,32.25,-1.0,2843
2026-01-21,5452,4412454,148171816,34.35,34.5,32.85,33.25,-1.75,3418
2026-01-20,5452,8781787,310625940,36.55,36.9,34.05,35.0,-2.0,5602
2026-01-19,5452,18328262,675895864,36.3,37.7,36.25,37.0,2.15,9882
2026-01-16,5452,5129712,178770376,34.85,34.85,34.85,34.85,3.15,1877
2026-01-15,5452,9793761,304578905,28.85,31.7,28.25,31.7,2.85,6239
2026-01-14,5452,2046727,58108865,27.7,29.25,27.5,28.85,1.5,1476
2026-01-13,5452,2056678,56754403,28.1,28.55,27.0,27.35,-0.45,1515
2026-01-12,5452,2419084,67567336,28.6,28.7,27.45,27.8,-0.75,1665
2026-01-09,5452,1411592,40548535,28.8,29.05,28.15,28.55,0.05,960
2026-01-08,5452,1722740,48966451,29.2,29.2,28.05,28.5,-0.7,1439
2026-01-07,5452,3176226,92317526,28.9,29.75,28.4,29.2,0.3,2166
2026-01-06,5452,4596693,134552541,30.8,30.8,28.35,28.9,-2.1,3252
2026-01-05,5452,8589829,269882641,31.05,32.3,30.75,31.0,0.1,5781
2026-01-02,5452,11361134,346681979,29.0,31.0,28.7,30.9,2.7,7285
2025-12-31,5452,4848322,135291218,27.1,28.7,26.95,28.2,1.1,3040
2025-12-30,5452,7901188,215282641,27.55,27.95,26.4,27.1,0.4,4445
2025-12-29,5452,2864749,75826857,24.95,26.7,24.95,26.7,2.4,1430
2025-12-26,5452,403439,9794240,24.2,24.5,24.0,24.3,0.25,226
2025-12-24,5452,501713,12275443,24.65,25.1,24.05,24.05,-0.45,415
2025-12-23,5452,736018,17894847,23.9,24.7,23.9,24.5,0.65,429
2025-12-22,5452,388768,9290085,23.95,24.2,23.75,23.85,0.0,322
2025-12-19,5452,265238,6380228,24.3,24.45,23.8,23.85,-0.25,309
2025-12-18,5452,557174,13408995,24.45,24.8,23.7,24.1,-0.35,457
2025-12-17,5452,783088,19064128,23.9,24.7,23.9,24.45,0.6,569
2025-12-16,5452,2218141,54366502,23.8,25.55,23.5,23.85,0.05,1529
2025-12-15,5452,1051393,24897989,22.15,24.3,22.15,23.8,1.4,1004
2025-12-12,5452,200781,4512231,22.7,22.7,22.3,22.4,0.1,181
2025-12-11,5452,216023,4825366,22.5,22.75,22.1,22.3,-0.2,199
2025-12-10,5452,431313,9837805,22.8,23.2,22.5,22.5,-0.05,258
2025-12-09,5452,420586,9526079,22.6,22.9,22.5,22.55,0.15,273
2025-12-08,5452,242798,5451476,22.2,22.6,22.2,22.4,0.2,186
2025-12-05,5452,180874,4040931,22.75,22.75,22.15,22.2,-0.6,272
2025-12-04,5452,375682,8529338,22.9,23.05,22.5,22.8,-0.1,323
2025-12-03,5452,676300,15355061,22.1,23.0,22.1,22.9,0.95,450
2025-12-02,5452,160265,3529044,22.0,22.15,21.9,21.95,0.05,136
2025-12-01,5452,211779,4619522,21.8,22.1,21.55,21.9,0.1,178
2025-11-28,5452,164973,3589881,21.65,21.9,21.6,21.8,0.25,176
2025-11-27,5452,192433,4134653,21.45,21.75,21.3,21.55,0.25,159
2025-11-26,5452,314593,6698996,20.9,21.55,20.9,21.3,0.6,252
2025-11-25,5452,130611,2720780,20.85,21.15,20.55,20.7,0.05,179
2025-11-24,5452,229040,4729490,20.55,20.85,20.5,20.65,0.55,197
2025-11-21,5452,323091,6546349,20.4,20.7,19.6,20.1,-0.8,308
2025-11-20,5452,311435,6484219,20.6,21.05,20.6,20.9,0.7,249
2025-11-19,5452,217909,4415254,20.2,20.55,20.1,20.2,-0.3,257
2025-11-18,5452,562886,11661209,21.25,21.3,20.45,20.5,-0.8,469
2025-11-17,5452,323227,6911862,21.65,21.65,21.25,21.3,-0.25,316
2025-11-14,5452,290771,6333389,22.15,22.3,21.55,21.55,-0.6,315
2025-11-13,5452,407543,8978528,22.4,22.4,21.9,22.15,0.05,292
2025-11-12,5452,368578,8146106,21.7,22.35,21.7,22.1,0.45,255
2025-11-11,5452,805954,17664730,21.55,22.25,21.55,21.65,0.4,445
2025-11-10,5452,370776,7948864,21.95,21.95,21.25,21.25,-0.5,340
2025-11-07,5452,517280,11266188,22.05,22.1,21.55,21.75,-0.45,391
2025-11-06,5452,226874,5030410,22.6,22.6,22.05,22.2,0.1,226
2025-11-05,5452,489992,10835617,22.5,22.65,21.85,22.1,-0.55,390
2025-11-04,5452,452900,10318470,23.25,23.25,22.6,22.65,-0.5,427
2025-11-03,5452,310180,7250370,23.45,23.75,23.15,23.15,-0.05,246
2025-10-31,5452,604247,14225150,23.55,24.05,23.2,23.2,-0.05,433
2025-10-30,5452,308158,7211997,23.5,23.6,23.25,23.25,-0.15,229
2025-10-29,5452,429643,10064393,23.35,23.75,23.05,23.4,0.4,358
2025-10-28,5452,248829,5724848,23.15,23.25,22.8,23.0,-0.1,226
2025-10-27,5452,455195,10558105,23.5,23.55,23.05,23.1,-0.35,299
2025-10-23,5452,213213,4989542,23.5,23.65,23.25,23.45,-0.2,200
2025-10-22,5452,323597,7669659,23.3,23.95,23.3,23.65,0.3,234
2025-10-21,5452,273474,6403942,23.15,23.6,23.15,23.35,0.2,234
2025-10-20,5452,359595,8258116,22.85,23.15,22.75,23.15,0.35,243
2025-10-17,5452,260863,5980648,23.05,23.15,22.8,22.8,-0.25,254
2025-10-16,5452,329716,7623154,23.15,23.5,22.8,23.05,0.05,272
2025-10-15,5452,274224,6293866,23.1,23.15,22.75,23.0,0.2,213
2025-10-14,5452,619822,14309902,23.65,24.0,22.65,22.8,-0.45,474
2025-10-13,5452,629425,14438885,22.6,23.35,22.5,23.25,-0.6,445
2025-10-09,5452,355376,8515904,24.35,24.35,23.8,23.85,-0.35,274
2025-10-08,5452,328707,7889082,24.15,24.2,23.75,24.2,0.05,239
2025-10-07,5452,257332,6242949,24.15,24.55,24.05,24.15,0.0,243
2025-10-03,5452,254106,6152721,24.5,24.5,24.1,24.15,-0.2,204
2025-10-02,5452,417200,10253142,24.3,24.8,24.3,24.35,0.15,324
2025-10-01,5452,208757,5072289,24.3,24.75,24.1,24.2,-0.2,180
2025-09-30,5452,383588,9307356,24.1,24.45,24.0,24.4,0.3,240
2025-09-26,5452,780762,19028869,25.3,25.3,24.05,24.1,-0.85,551
2025-09-25,5452,427447,10795229,25.5,25.7,24.95,24.95,-0.15,287
2025-09-24,5452,684101,17203041,25.0,25.65,24.6,25.1,0.2,446
2025-09-23,5452,564070,14134331,25.35,25.5,24.9,24.9,-0.4,459
2025-09-22,5452,485912,12377187,25.7,25.85,25.25,25.3,-0.3,375
2025-09-19,5452,513939,13263560,25.8,26.1,25.45,25.6,-0.05,355
2025-09-18,5452,500878,12901951,25.85,25.95,25.5,25.65,0.15,382
2025-09-17,5452,532828,13703931,25.5,26.15,25.3,25.5,0.0,492
2025-09-16,5452,507160,12852720,25.25,25.6,25.1,25.5,0.3,345
2025-09-15,5452,552296,13873803,25.25,25.4,24.8,25.2,0.25,363
2025-09-12,5452,429130,10743889,25.05,25.5,24.8,24.95,0.2,322
2025-09-11,5452,1203797,30166846,25.75,25.75,24.7,24.75,-0.9,860
2025-09-10,5452,528043,13509384,25.55,25.95,25.3,25.65,0.25,404
2025-09-09,5452,1082858,27728646,26.0,26.15,25.25,25.4,-0.6,758
2025-09-08,5452,811307,21026422,26.5,26.5,25.55,26.0,-0.2,593
2025-09-05,5452,652919,17036852,25.95,26.35,25.7,26.2,0.45,526
2025-09-04,5452,867814,22642166,26.2,26.45,25.75,25.75,-0.3,922
2025-09-03,5452,1043053,27228134,25.6,26.6,25.4,26.05,0.5,1045
2025-09-02,5452,1802774,46610905,26.55,26.75,25.2,25.55,-1.0,1916
2025-09-01,5452,4861784,131402502,27.9,28.0,26.2,26.55,-1.7,3490
2025-08-29,5452,9608319,265954325,26.3,28.25,26.15,28.25,2.55,6317
2025-08-28,5452,680766,17509667,25.65,26.0,25.3,25.7,0.3,529
2025-08-27,5452,695431,17767519,25.55,25.7,25.4,25.4,0.0,442
2025-08-26,5452,567530,14289730,25.25,25.45,24.8,25.4,0.3,422
2025-08-25,5452,703408,17757086,25.45,25.55,25.1,25.1,-0.05,493
2025-08-22,5452,1320999,33755585,26.45,26.45,25.0,25.15,-1.05,929
2025-08-21,5452,1985233,52405656,25.8,26.95,25.8,26.2,0.55,1118
2025-08-20,5452,3723876,98058588,26.0,27.3,25.65,25.65,0.15,2351
2025-08-19,5452,998500,25848756,26.25,26.5,25.5,25.5,-0.6,877
2025-08-18,5452,1397436,36382118,25.6,26.7,25.2,26.1,0.55,906
2025-08-15,5452,1468240,37686509,25.75,26.15,25.0,25.55,0.25,904
2025-08-14,5452,959798,24319867,25.25,25.65,25.0,25.3,0.25,614
2025-08-13,5452,1505097,38297415,24.9,26.1,24.9,25.05,0.5,1046
2025-08-12,5452,1080528,26693535,25.0,25.1,24.5,24.55,-0.45,803
2025-08-11,5452,1780584,44680221,25.75,25.75,24.8,25.0,-1.0,1259
2025-08-08,5452,5112228,133160844,24.5,26.7,24.1,26.0,1.7,2978
2025-08-07,5452,635837,15556130,24.5,25.2,24.0,24.3,0.05,501
2025-08-06,5452,293257,7097135,24.2,24.35,23.95,24.25,0.2,192
2025-08-05,5452,517433,12531109,24.25,24.45,24.0,24.05,0.15,355
2025-08-04,5452,510736,12304722,24.05,24.6,23.4,23.9,-0.1,485
2025-08-01,5452,723778,17241875,23.1,24.25,22.95,24.0,0.7,440
2025-07-31,5452,296711,6905157,23.75,23.75,23.15,23.3,-0.15,226
2025-07-30,5452,132004,3097356,23.7,23.7,23.15,23.45,0.0,135
2025-07-29,5452,375235,8808967,23.75,23.85,23.2,23.45,-0.3,282
2025-07-28,5452,550549,13040544,24.1,24.1,23.35,23.75,0.15,303
2025-07-25,5452,215047,5074077,23.6,23.9,23.4,23.6,-0.2,194
2025-07-24,5452,323567,7657127,23.4,23.9,23.35,23.8,0.5,282
2025-07-23,5452,544801,12704826,22.7,23.6,22.45,23.3,0.95,452
2025-07-22,5452,1000522,22934828,23.85,23.9,22.35,22.35,-1.5,825
2025-07-21,5452,256189,6144274,24.0,24.2,23.85,23.85,-0.15,182
2025-07-18,5452,367662,8922391,24.85,24.85,24.0,24.0,-0.35,292
2025-07-17,5452,521266,12747709,24.0,24.85,24.0,24.35,0.2,262
2025-07-16,5452,750849,18300754,24.5,24.8,24.1,24.15,0.35,370
2025-07-15,5452,251725,5997652,23.5,24.05,23.5,23.8,0.4,213
2025-07-14,5452,244920,5766107,23.85,23.85,23.25,23.4,-0.45,233
2025-07-11,5452,319097,7662583,23.85,24.2,23.65,23.85,0.1,248
2025-07-10,5452,395297,9410638,23.9,24.15,23.55,23.75,-0.05,234
2025-07-09,5452,474375,11405853,24.45,24.45,23.8,23.8,0.0,331
2025-07-08,5452,574105,13936864,24.45,24.8,23.9,24.35,-0.3,337
2025-07-07,5452,274826,6811627,25.05,25.05,24.5,24.65,-0.65,180
2025-07-04,5452,433912,11024422,26.0,26.0,25.0,25.3,-0.2,262
2025-07-03,5452,295052,7566783,25.7,25.85,25.5,25.5,0.1,227
2025-07-02,5452,981405,25126148,24.55,26.2,24.5,25.4,0.8,615
2025-07-01,5452,587872,14638535,25.0,25.25,24.6,24.6,-0.2,350
2025-06-30,5452,493743,12372701,25.8,25.85,24.75,24.8,-0.8,393
2025-06-27,5452,308448,7897744,25.85,25.85,25.45,25.6,0.0,207
2025-06-26,5452,321133,8255100,25.7,25.9,25.55,25.6,0.2,221
2025-06-25,5452,317568,8071865,25.5,25.6,25.25,25.4,0.25,225
2025-06-24,5452,607238,15376332,25.05,25.6,25.05,25.15,0.4,311
2025-06-23,5452,321124,7868398,24.65,24.8,24.0,24.75,-0.1,229
2025-06-20,5452,772934,19396755,25.45,25.6,24.85,24.85,-0.6,436
2025-06-19,5452,572774,14749895,26.2,26.2,25.45,25.45,-0.75,456
2025-06-18,5452,653684,17351141,26.3,27.05,26.2,26.2,-0.1,410
2025-06-17,5452,1396094,37326160,26.15,27.3,26.1,26.3,0.3,728
2025-06-16,5452,616147,16105644,25.75,26.5,25.45,26.0,0.25,360
2025-06-13,5452,1254216,32668916,27.0,27.0,25.4,25.75,-1.15,902
2025-06-12,5452,470245,12677225,27.0,27.15,26.8,26.9,-0.1,306
2025-06-11,5452,342770,9289480,27.5,27.5,26.95,27.0,-0.05,299
2025-06-10,5452,584727,15795577,27.0,27.35,26.75,27.05,0.2,498
2025-06-09,5452,1539177,41310717,27.95,27.95,26.3,26.85,-0.85,845
2025-06-06,5452,428637,11911506,27.8,28.05,27.55,27.7,-0.1,280
2025-06-05,5452,829805,23355146,27.9,28.65,27.8,27.8,0.0,485
2025-06-04,5452,1044273,29462279,28.4,28.55,27.8,27.8,-0.2,604
2025-06-03,5452,498103,13955018,28.3,28.4,27.7,28.0,0.1,315
2025-06-02,5452,960298,26951675,28.55,28.7,27.7,27.9,-1.15,537
2025-05-29,5452,1157413,34481723,29.35,30.8,29.05,29.05,-0.15,729
2025-05-28,5452,621080,18433751,30.0,30.4,29.15,29.2,-0.35,527
2025-05-27,5452,891675,26669749,30.3,30.6,29.5,29.55,-0.45,769
2025-05-26,5452,494052,14881455,30.45,30.45,29.85,30.0,-0.1,302
2025-05-23,5452,684528,20839173,30.7,30.9,30.1,30.1,-0.45,503
2025-05-22,5452,578656,17745651,31.1,31.2,30.5,30.55,-0.6,483
2025-05-21,5452,1029526,32633430,31.3,32.5,31.15,31.15,0.05,810
2025-05-20,5452,643406,20188218,31.8,31.85,31.1,31.1,-0.35,461
2025-05-19,5452,1590411,50300249,30.75,32.4,30.3,31.45,0.85,985
2025-05-16,5452,1068179,33025970,31.3,31.45,30.55,30.6,-0.8,795
2025-05-15,5452,1527732,48323675,32.35,32.4,31.2,31.4,-0.85,1618
2025-05-14,5452,2118738,69141451,32.4,33.3,32.2,32.25,0.1,1580
2025-05-13,5452,1288171,41271799,32.3,32.35,31.65,32.15,0.35,719
2025-05-12,5452,1483617,47656610,32.6,32.95,31.75,31.8,-0.8,1360
2025-05-09,5452,2369692,77563295,32.55,33.15,32.2,32.6,0.05,1221
2025-05-08,5452,3217867,105145656,31.75,33.3,31.7,32.55,0.95,1891
2025-05-07,5452,1936275,61623072,31.35,32.3,31.15,31.6,0.2,1092
2025-05-06,5452,1388625,43623331,30.5,32.05,30.4,31.4,0.4,858
2025-05-05,5452,2686687,84280341,32.35,32.35,30.3,31.0,-0.7,1640
2025-05-02,5452,4216777,131922001,29.5,31.95,29.35,31.7,2.6,3445
2025-04-30,5452,1382599,40351861,29.1,29.7,28.65,29.1,0.2,835
2025-04-29,5452,1157777,33478626,28.45,29.45,28.35,28.9,0.75,705
2025-04-28,5452,1051082,29657802,27.9,28.6,27.6,28.15,0.75,738
2025-04-25,5452,615510,17017192,27.95,28.0,27.35,27.4,-0.05,448
2025-04-24,5452,665501,18343756,28.15,28.2,27.25,27.45,-0.55,577
2025-04-23,5452,924323,26200042,28.6,28.9,28.0,28.0,0.15,624
2025-04-22,5452,1207234,34199511,27.95,29.2,27.85,27.85,-0.75,890
2025-04-21,5452,1858368,52229703,28.1,28.6,27.4,28.6,0.25,1249
2025-04-18,5452,7746794,228301477,28.45,30.1,28.35,28.35,0.95,4706
2025-04-17,5452,1372601,37041205,26.0,27.65,26.0,27.4,1.05,901
2025-04-16,5452,616353,16435771,26.95,27.1,26.35,26.35,-0.6,643
2025-04-15,5452,999556,26906843,26.9,27.45,26.3,26.95,0.85,1469
2025-04-14,5452,2534515,67583254,26.6,27.8,25.85,26.1,0.65,2043
2025-04-11,5452,2194339,50742241,22.3,25.45,20.85,25.45,2.3,1663
2025-04-10,5452,1994667,45777357,23.05,23.15,22.35,23.15,2.1,1025
2025-04-09,5452,498180,10487007,21.05,21.05,21.05,21.05,-2.3,610
2025-04-08,5452,155494,3630643,23.35,23.35,23.35,23.35,-2.55,473
2025-04-07,5452,82636,2139958,25.9,25.9,25.9,25.9,-2.85,427
2025-04-02,5452,876016,24874585,28.3,28.8,27.6,28.75,1.25,828
