日期,股票代碼,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2026-06-23,8033,9509154,1360261815,147.0,147.0,140.0,141.0,-1.0,8454
2026-06-22,8033,9323958,1315287677,137.0,142.0,137.0,142.0,12.5,7467
2026-06-18,8033,2842463,362434343,128.0,130.0,125.5,129.5,2.0,3359
2026-06-17,8033,1646216,210560730,125.0,131.0,124.0,127.5,2.5,1779
2026-06-16,8033,2913921,366653943,129.0,129.0,124.5,125.0,-4.0,4349
2026-06-15,8033,1397156,180556006,131.0,131.0,128.0,129.0,-0.5,2017
2026-06-12,8033,1752824,227788339,129.0,131.5,128.0,129.5,3.0,1922
2026-06-11,8033,1670907,212414560,127.5,129.0,126.0,126.5,-2.5,2385
2026-06-10,8033,2748326,358659688,133.5,133.5,129.0,129.0,-3.5,3732
2026-06-09,8033,2907196,387381918,129.0,136.0,129.0,132.5,3.5,2859
2026-06-08,8033,2710600,344474891,123.0,129.5,123.0,129.0,-5.5,3106
2026-06-05,8033,2281999,304382815,134.5,135.5,131.5,134.5,1.5,2267
2026-06-04,8033,2245004,299091757,135.5,135.5,132.5,133.0,-1.5,3241
2026-06-03,8033,2390104,322145976,136.0,136.5,134.0,134.5,-1.5,2769
2026-06-02,8033,4262714,582090911,140.5,140.5,134.5,136.0,-5.0,4696
2026-06-01,8033,6791840,971639999,146.0,147.5,139.5,141.0,-2.0,6025
2026-05-29,8033,7357597,1047952870,139.0,145.5,139.0,143.0,8.0,6082
2026-05-28,8033,2879913,391652901,135.0,138.0,134.5,135.0,0.0,2928
2026-05-27,8033,2951461,400918786,137.5,138.0,134.5,135.0,-1.5,3597
2026-05-26,8033,2278011,312278399,139.5,140.5,135.5,136.5,-2.0,2912
2026-05-25,8033,3307957,457937863,139.0,141.0,136.5,138.5,0.5,3553
2026-05-22,8033,2955500,403822779,137.0,138.0,135.0,138.0,2.5,3014
2026-05-21,8033,2690739,362815493,134.5,137.0,133.0,135.5,2.5,3090
2026-05-20,8033,5458827,741736474,133.5,142.0,132.5,133.0,0.5,4978
2026-05-19,8033,4490626,599579154,137.5,137.5,131.5,132.5,-5.0,5086
2026-05-18,8033,3178833,442285866,140.5,142.5,137.5,137.5,-3.0,3894
2026-05-15,8033,4460976,637805075,141.5,146.0,140.5,140.5,3.0,3963
2026-05-14,8033,3515217,487907417,139.0,141.5,137.5,137.5,0.0,3718
2026-05-13,8033,2996694,424419703,142.0,144.0,139.0,140.0,-1.5,3565
2026-05-12,8033,3783032,538001907,144.0,144.0,139.5,141.5,-2.5,4053
2026-05-11,8033,11105416,1599389104,146.5,147.5,143.5,144.0,-15.0,24101
2026-05-08,8033,12296051,1953462754,152.5,164.0,152.5,159.0,7.5,10719
2026-05-07,8033,3431441,516323111,150.0,154.0,146.5,151.5,1.0,3074
2026-05-06,8033,3075263,464084625,155.0,155.0,149.0,150.5,-3.5,5119
2026-05-05,8033,3822461,589863111,153.0,157.0,151.0,154.0,1.0,3794
2026-05-04,8033,5129837,778285263,144.5,155.0,144.5,153.0,9.0,4808
2026-04-30,8033,1443532,207490468,143.0,144.5,142.5,144.0,1.0,1642
2026-04-29,8033,2997516,428602955,145.0,146.0,141.0,143.0,-1.5,2727
2026-04-28,8033,5431990,791467685,150.5,150.5,143.5,144.5,-8.5,5182
2026-04-27,8033,3116103,473607993,156.5,156.5,148.5,153.0,-1.5,9324
2026-04-24,8033,7211362,1120977395,158.5,159.0,152.0,154.5,-5.0,6135
2026-04-23,8033,11568166,1783333421,155.5,160.0,145.0,159.5,6.0,10050
2026-04-22,8033,5272635,817417351,156.5,158.5,152.5,153.5,2.0,12426
2026-04-21,8033,6482005,1002544431,156.0,160.0,150.5,151.5,-3.0,7302
2026-04-20,8033,9290441,1442052721,150.0,159.0,148.0,154.5,6.5,8612
2026-04-17,8033,5119404,757606439,146.0,151.0,145.5,148.0,3.0,5183
2026-04-16,8033,9899418,1449633160,139.0,150.5,138.0,145.0,8.0,8828
2026-04-15,8033,4218668,592888271,138.0,144.5,136.5,137.0,0.0,3988
2026-04-14,8033,3902917,531388858,132.0,138.5,130.5,137.0,7.0,3684
2026-04-13,8033,1159948,150885209,129.5,131.0,129.5,130.0,0.0,1521
2026-04-10,8033,2096069,272299377,131.5,132.0,128.5,130.0,-1.0,2579
2026-04-09,8033,3396609,449981916,138.0,138.0,129.5,131.0,-6.0,3731
2026-04-08,8033,1717315,235385976,135.5,138.5,135.0,137.0,3.0,1705
2026-04-07,8033,1307018,175354277,136.0,136.0,133.0,134.0,0.0,1488
2026-04-02,8033,2281017,308688345,139.0,140.0,133.0,134.0,-5.0,2551
2026-04-01,8033,1411581,195340638,138.5,139.5,137.5,139.0,3.0,1458
2026-03-31,8033,2791247,388587133,144.0,144.5,136.0,136.0,-8.5,3176
2026-03-30,8033,4223209,604522831,136.0,148.0,136.0,144.5,6.0,3960
2026-03-27,8033,2672116,369846787,140.0,142.5,136.0,138.5,-4.0,2941
2026-03-26,8033,2136482,312300008,148.0,150.0,142.5,142.5,-5.0,2511
2026-03-25,8033,2252728,331801097,148.5,149.0,146.0,147.5,0.5,2832
2026-03-24,8033,3708700,555059392,152.5,154.0,147.0,147.0,-5.0,4911
2026-03-23,8033,11773200,1832786813,150.0,161.5,150.0,152.0,0.0,10537
2026-03-20,8033,7227607,1090064061,152.0,154.0,146.5,152.0,1.0,3890
2026-03-19,8033,818715,122390983,149.5,151.0,147.5,151.0,4.5,954
2026-03-18,8033,690091,99875112,145.0,146.5,143.0,146.5,4.5,848
2026-03-17,8033,587435,83523550,145.0,145.0,141.0,142.0,-1.0,758
2026-03-16,8033,447906,63502068,142.0,143.0,141.0,143.0,1.5,796
2026-03-13,8033,354368,50250259,140.0,143.0,140.0,141.5,-3.0,561
2026-03-12,8033,534244,76231818,142.5,145.0,141.5,144.5,1.0,714
2026-03-11,8033,537845,76147213,139.0,143.5,139.0,143.5,6.5,1178
2026-03-10,8033,869589,119301418,138.5,139.0,134.0,137.0,0.5,1142
2026-03-09,8033,1128769,154735311,140.0,140.0,136.0,136.5,-14.0,1501
2026-03-06,8033,1230179,182384872,150.5,150.5,145.0,150.5,0.0,1309
2026-03-05,8033,8637269,1339696541,159.0,162.0,150.5,150.5,-6.5,7641
2026-03-04,8033,15918726,2531546060,161.0,164.5,154.5,157.0,1.5,12575
2026-03-03,8033,5265755,825015573,159.0,160.5,154.5,155.5,-2.5,5501
2026-03-02,8033,19295798,3157467170,172.5,174.0,157.0,158.0,-3.0,20619
2026-02-26,8033,3712012,590413250,159.0,161.0,156.0,161.0,2.0,5584
2026-02-25,8033,5370648,857825145,162.5,163.0,157.0,159.0,-3.5,5278
2026-02-24,8033,9580096,1532899807,156.0,164.0,154.5,162.5,3.5,9648
2026-02-23,8033,16364567,2622062128,156.5,162.5,154.0,159.0,11.0,13706
2026-02-11,8033,7435567,1080160802,141.0,149.0,140.5,148.0,8.5,6647
2026-02-10,8033,1745653,241877191,140.0,140.0,137.0,139.5,0.5,1783
2026-02-09,8033,2501141,345421199,140.0,140.5,135.0,139.0,2.5,2620
2026-02-06,8033,3790676,515113390,136.0,138.5,132.5,136.5,0.5,3501
2026-02-05,8033,2913567,399751393,139.0,140.0,136.0,136.0,-4.0,3179
2026-02-04,8033,2024117,283800278,138.0,142.0,137.5,140.0,1.5,5609
2026-02-03,8033,3985054,556455528,139.0,142.5,138.0,138.5,1.0,28242
2026-02-02,8033,6168172,861771065,140.0,147.0,136.0,137.5,-8.0,6492
2026-01-30,8033,10972834,1611784244,156.0,156.5,143.5,145.5,-9.5,12264
2026-01-29,8033,21893009,3519595001,156.0,166.0,153.5,155.0,0.0,36166
2026-01-28,8033,971236,149500660,156.0,156.0,152.5,155.0,0.0,939
2026-01-27,8033,1082879,167784943,156.0,156.0,154.0,155.0,-1.0,1089
2026-01-26,8033,926883,143461908,155.0,156.0,153.0,156.0,4.5,1038
2026-01-23,8033,628348,95386982,155.0,155.0,151.5,151.5,-3.0,801
2026-01-22,8033,1122001,173509749,157.0,157.0,154.0,154.5,0.5,1127
2026-01-21,8033,1377353,211266592,147.5,155.5,147.5,154.0,2.5,1305
2026-01-20,8033,1204886,181889017,149.0,151.5,149.0,151.5,6.5,1223
2026-01-19,8033,2123748,312550641,151.0,151.0,145.0,145.0,-5.5,2110
2026-01-16,8033,1538320,231879669,155.0,155.0,150.0,150.5,-3.5,1329
2026-01-15,8033,1656320,254008042,152.5,155.5,152.0,154.0,0.0,1286
2026-01-14,8033,9579450,1495675984,154.5,160.0,152.5,154.0,-1.0,7957
2026-01-13,8033,9074833,1401190227,157.0,157.5,151.5,155.0,-1.5,7821
2026-01-12,8033,20476539,3216020014,150.0,162.0,148.0,156.5,5.5,15334
2026-01-09,8033,36995826,5839365794,161.5,166.0,151.0,151.0,-7.5,24771
2026-01-08,8033,20513390,3173630539,146.5,158.5,146.5,158.5,14.0,15205
2026-01-07,8033,2488749,358997234,147.0,147.0,143.0,144.5,-1.5,2785
2026-01-06,8033,4131757,606403507,145.5,149.5,144.0,146.0,3.0,4082
2026-01-05,8033,4307100,618710799,147.5,148.0,141.5,143.0,-2.0,4459
2026-01-02,8033,5037018,741081379,145.5,151.0,144.5,145.0,0.0,5307
2025-12-31,8033,4874992,710392590,147.5,147.5,144.5,145.0,-4.5,5098
2025-12-30,8033,17693430,2720070614,157.0,162.0,149.5,149.5,-3.0,13284
2025-12-29,8033,14813249,2228772415,149.0,153.0,148.0,152.5,6.5,11008
2025-12-26,8033,4715168,676137474,145.0,146.0,141.0,146.0,1.0,4716
2025-12-24,8033,12428907,1842069113,149.5,152.5,145.0,145.0,-4.0,12713
2025-12-23,8033,23533059,3588929797,143.5,158.0,141.5,149.0,5.0,17678
2025-12-22,8033,7291051,1053575070,144.5,148.0,142.0,144.0,-0.5,6727
2025-12-19,8033,2689646,388168985,144.0,145.0,143.0,144.5,2.5,2853
2025-12-18,8033,1311665,185766131,140.5,142.0,140.0,142.0,2.0,1486
2025-12-17,8033,866808,121440392,141.0,142.5,139.0,140.0,0.0,1063
2025-12-16,8033,1982893,278031015,144.0,145.0,135.5,140.0,-4.0,2218
2025-12-15,8033,3019767,431503918,138.5,144.0,137.5,144.0,5.5,3273
2025-12-12,8033,1226790,170184224,138.0,139.5,138.0,138.5,2.0,1423
2025-12-11,8033,1068592,146485101,137.0,138.5,136.0,136.5,1.0,1269
2025-12-10,8033,1137379,155868507,139.0,140.0,135.5,135.5,-2.5,1422
2025-12-09,8033,2441225,335032940,135.0,138.5,134.0,138.0,6.5,2551
2025-12-08,8033,2355514,311350390,136.0,136.0,131.0,131.5,-4.0,2644
2025-12-05,8033,1059284,143502334,137.5,137.5,135.0,135.5,-2.5,1348
2025-12-04,8033,1833566,251464694,135.5,138.5,135.5,138.0,2.5,1826
2025-12-03,8033,10134522,1376981032,137.5,138.5,133.0,135.5,-4.0,8459
2025-12-02,8033,7543469,1067564569,142.5,144.5,139.0,139.5,-6.0,7248
2025-12-01,8033,19497701,2772927484,142.0,147.0,135.5,145.5,5.0,14138
2025-11-28,8033,13733605,1912923012,141.5,143.5,135.0,140.5,-1.0,10138
2025-11-27,8033,46112904,6686887397,150.5,151.5,140.0,141.5,-2.0,31162
2025-11-26,8033,6420669,916661822,140.5,143.5,140.5,143.5,13.0,4415
2025-11-25,8033,24197586,3128626349,125.5,133.0,123.5,130.5,8.5,17693
2025-11-24,8033,3854574,461441178,114.5,122.0,113.0,122.0,11.0,3085
2025-11-21,8033,5235576,595572016,113.0,118.0,110.5,111.0,-4.0,4106
2025-11-20,8033,2941009,334191839,114.5,116.0,112.0,115.0,1.5,3104
2025-11-19,8033,3306719,371141029,110.5,114.0,109.5,113.5,3.0,2905
2025-11-18,8033,4085837,459668497,113.5,116.5,110.0,110.5,-3.0,3563
2025-11-17,8033,4412359,507518661,118.0,118.5,113.0,113.5,-6.0,4432
2025-11-14,8033,6198029,746961179,118.0,126.0,117.0,119.5,-1.0,6072
2025-11-13,8033,2893022,349394336,122.0,123.0,119.0,120.5,-2.5,3601
2025-11-12,8033,3385014,412663402,121.5,124.5,119.5,123.0,2.5,3406
2025-11-11,8033,5452392,670262826,123.0,126.5,120.5,120.5,-1.5,4866
2025-11-10,8033,7503629,933339299,132.0,132.5,121.0,122.0,-9.5,6856
2025-11-07,8033,4676815,622238431,137.5,137.5,131.0,131.5,-6.0,4091
2025-11-06,8033,8778848,1194384894,140.5,140.5,133.0,137.5,-1.0,7162
2025-11-05,8033,22959977,3132725845,135.0,139.0,133.0,138.5,-2.0,15808
2025-11-04,8033,28030034,3879322970,133.0,141.0,132.5,140.5,12.0,22850
2025-11-03,8033,3710895,465354397,117.0,128.5,116.5,128.5,11.5,2944
2025-10-31,8033,5011411,589130103,120.0,122.0,115.0,117.0,-3.5,5598
2025-10-30,8033,7089235,852824291,123.5,124.0,117.5,120.5,-5.0,6794
2025-10-29,8033,1224197,152338523,122.0,125.5,122.0,125.5,4.0,1113
2025-10-28,8033,834276,100735871,123.5,123.5,119.0,121.5,-1.0,992
2025-10-27,8033,1450363,171520955,123.0,123.0,115.5,122.5,1.5,1694
2025-10-23,8033,2227321,266827852,125.0,125.0,117.0,121.0,-5.5,2301
2025-10-22,8033,610783,77802238,129.0,129.0,126.5,126.5,0.5,683
2025-10-21,8033,1514339,190682170,128.0,128.0,125.5,126.0,-2.0,1681
2025-10-20,8033,1594287,205294941,133.5,133.5,127.5,128.0,-5.0,1853
2025-10-17,8033,1023689,137051133,136.5,136.5,133.0,133.0,-5.5,1107
2025-10-16,8033,1428333,197094865,134.0,140.0,133.5,138.5,5.5,1136
2025-10-15,8033,1567613,209199629,135.0,135.0,132.0,133.0,-3.0,1368
2025-10-14,8033,15519977,2182587815,146.0,146.0,136.0,136.0,-12.0,14467
2025-10-13,8033,23728873,3468522673,135.0,154.0,132.5,148.0,7.0,18693
2025-10-09,8033,10957961,1526902204,138.0,143.0,134.5,141.0,0.5,8846
2025-10-08,8033,13657605,1957279014,150.0,150.5,140.0,140.5,-11.5,13535
2025-10-07,8033,15864639,2380281493,156.0,156.5,145.5,152.0,-4.0,13515
2025-10-03,8033,2951550,457069989,150.0,156.0,150.0,156.0,7.5,2637
2025-10-02,8033,891091,131895660,150.0,150.0,147.0,148.5,-1.5,892
2025-10-01,8033,1378875,208669415,148.5,153.5,148.5,150.0,2.0,1312
2025-09-30,8033,1058012,152414369,142.0,148.0,138.5,148.0,8.0,1081
2025-09-26,8033,1940579,270339657,147.5,147.5,138.0,140.0,-3.5,1593
2025-09-25,8033,1097046,160462934,150.0,150.0,143.5,143.5,-4.0,1086
2025-09-24,8033,1101670,161208961,148.5,148.5,145.0,147.5,-1.0,1060
2025-09-23,8033,1434666,213532374,151.0,151.0,147.0,148.5,-5.0,1434
2025-09-22,8033,5306669,798950019,140.0,154.0,140.0,153.5,13.5,3204
2025-09-19,8033,3984038,565387711,145.0,145.0,140.0,140.0,-4.5,2541
2025-09-18,8033,26126161,3842699939,155.5,156.5,141.5,144.5,-9.0,20274
2025-09-17,8033,17232392,2580159766,152.5,155.0,145.0,153.5,-0.5,14850
2025-09-16,8033,15842076,2435704429,155.0,157.5,150.5,154.0,2.5,13751
2025-09-15,8033,32674876,5189075222,163.0,171.0,150.5,151.5,-14.0,25103
2025-09-12,8033,35424152,6091897852,184.0,187.0,162.0,165.5,-13.0,28104
2025-09-11,8033,3208950,584758366,191.0,191.0,177.0,178.5,-9.5,2753
2025-09-10,8033,4421010,828358127,182.0,190.0,182.0,188.0,8.0,3908
2025-09-09,8033,2008650,359512895,175.5,180.0,175.5,180.0,0.0,1778
2025-09-08,8033,2428180,434028793,182.0,182.0,175.5,180.0,3.0,2216
2025-09-05,8033,1947249,337634867,173.5,177.0,168.5,177.0,6.0,1824
2025-09-04,8033,3030570,525873828,177.0,177.5,168.0,171.0,-3.0,2956
2025-09-03,8033,3956104,679437035,162.5,174.0,162.5,174.0,15.5,2982
2025-09-02,8033,3521522,550286190,162.0,162.0,154.0,158.5,-1.0,2703
2025-09-01,8033,4338017,698496620,173.0,173.0,155.0,159.5,-10.5,3538
2025-08-29,8033,4955999,841715710,170.0,175.0,165.0,170.0,-3.0,3498
2025-08-28,8033,71868929,12735966638,179.0,184.0,171.0,173.0,-4.0,48231
2025-08-27,8033,41638286,7156145239,170.0,177.0,165.0,177.0,16.0,29444
2025-08-26,8033,12556893,2009470273,158.0,161.0,156.5,161.0,14.5,6791
2025-08-25,8033,22325969,3200633135,137.5,146.5,137.0,146.5,13.0,10484
2025-08-22,8033,38448647,5268423328,135.0,141.0,129.0,133.5,5.0,24750
2025-08-21,8033,3827602,492246398,128.0,132.0,124.5,128.5,5.5,2408
2025-08-20,8033,5276153,624542008,123.5,123.5,115.0,123.0,-3.0,2681
2025-08-19,8033,2848726,362008894,134.0,134.0,126.0,126.0,-5.0,2207
2025-08-18,8033,3820398,489267749,123.0,131.0,123.0,131.0,11.5,3030
2025-08-15,8033,3038481,358374992,113.5,120.0,113.5,119.5,6.0,2353
2025-08-14,8033,4050781,457884190,111.0,117.0,108.0,113.5,4.5,2657
2025-08-13,8033,2703286,295294538,111.0,112.0,107.0,109.0,-1.5,1791
2025-08-12,8033,2485353,274292135,109.5,112.0,107.5,110.5,1.0,2065
2025-08-11,8033,3710061,399963458,102.5,110.5,102.5,109.5,8.5,2642
2025-08-08,8033,6869684,697802066,104.5,104.5,99.7,101.0,-4.0,3688
2025-08-07,8033,8992924,964126106,112.0,112.0,105.0,105.0,-6.0,7562
2025-08-06,8033,9883879,1055825687,103.5,111.5,101.0,111.0,9.0,9384
2025-08-05,8033,8216278,827359873,103.0,103.5,98.5,102.0,0.0,7144
2025-08-04,8033,11355365,1146416740,98.5,103.5,97.7,102.0,4.9,8938
2025-08-01,8033,10157519,979462977,93.2,97.8,93.2,97.1,1.5,8099
2025-07-31,8033,79542767,7714187909,97.6,99.2,94.7,95.6,0.3,47065
2025-07-30,8033,117453419,10896337893,89.2,95.3,88.9,95.3,8.6,69345
2025-07-29,8033,54791555,4695701674,83.6,86.7,81.0,86.7,7.8,26128
2025-07-28,8033,81524481,6258472730,78.0,79.3,74.0,78.9,2.5,45202
2025-07-25,8033,59483263,4388811705,70.0,76.4,69.6,76.4,6.9,36870
2025-07-24,8033,54662445,3919969174,70.7,75.1,69.1,69.5,1.1,32520
2025-07-23,8033,11897456,795967945,62.5,68.4,62.2,68.4,6.2,5778
2025-07-22,8033,4009133,253561775,64.8,65.2,62.0,62.2,-2.2,3551
2025-07-21,8033,4887112,317246443,64.5,65.8,63.9,64.4,-0.2,3567
2025-07-18,8033,2973671,188406833,63.5,64.7,62.5,64.6,1.1,2083
2025-07-17,8033,1728807,110333308,63.5,64.2,63.5,63.5,-0.1,1365
2025-07-16,8033,2820251,181048614,64.7,65.1,63.5,63.6,-1.4,2359
2025-07-15,8033,4240140,275222846,64.2,65.6,63.9,65.0,0.8,2905
2025-07-14,8033,6241385,404057968,65.4,66.6,63.5,64.2,-0.3,4314
2025-07-11,8033,6549559,423018931,63.6,65.5,63.3,64.5,1.5,4581
2025-07-10,8033,1920430,121756999,63.4,64.1,62.9,63.0,-0.4,1462
2025-07-09,8033,2578743,163778780,64.0,64.2,63.0,63.4,-0.4,2372
2025-07-08,8033,6080552,383619763,62.8,64.2,61.2,63.8,0.9,4436
2025-07-07,8033,8834434,555863771,64.5,64.5,62.0,62.9,2.8,6104
2025-07-04,8033,1648489,100089080,60.7,62.0,60.0,60.1,-0.8,1255
2025-07-03,8033,1154934,70166670,60.5,61.1,60.3,60.9,0.6,943
2025-07-02,8033,696693,41892338,59.6,60.4,59.6,60.3,0.7,583
2025-07-01,8033,850666,50820836,59.7,60.1,59.5,59.6,0.0,920
2025-06-30,8033,1402588,84173605,60.7,60.8,59.6,59.6,-1.1,1319
2025-06-27,8033,1192469,72528377,60.8,61.2,60.5,60.7,0.0,983
2025-06-26,8033,1594160,97062062,61.0,61.4,60.5,60.7,0.1,1631
2025-06-25,8033,2560414,155692240,61.1,61.5,60.5,60.6,-1.0,2038
2025-06-24,8033,7205074,440398854,61.6,61.8,60.1,61.6,-1.4,4586
2025-06-23,8033,18976216,1226161236,65.2,66.5,63.0,63.0,0.2,12283
2025-06-20,8033,17769496,1145128363,67.0,67.2,62.7,62.8,-3.2,16149
2025-06-19,8033,20853859,1376092365,62.1,68.2,62.0,66.0,3.5,13920
2025-06-18,8033,2729624,171854267,63.3,63.8,62.4,62.5,-0.3,1871
2025-06-17,8033,3321267,207637771,62.1,63.3,61.9,62.8,-0.3,2796
2025-06-16,8033,12079055,766395322,62.4,64.7,62.4,63.1,1.8,7895
2025-06-13,8033,10160552,638015249,64.1,64.9,61.3,61.3,0.9,6772
2025-06-12,8033,1714767,103969353,61.4,61.6,60.3,60.4,-1.0,1390
2025-06-11,8033,1767021,109276793,62.3,62.6,61.1,61.4,-0.6,1460
2025-06-10,8033,1834936,113698037,62.6,62.6,61.4,62.0,0.1,1566
2025-06-09,8033,3712633,228182590,60.2,62.6,60.0,61.9,1.9,2716
2025-06-06,8033,3756114,228216469,60.0,62.0,59.8,60.0,0.7,2775
2025-06-05,8033,1247831,74303072,60.0,60.1,59.2,59.3,-0.7,901
2025-06-04,8033,1858098,110854929,59.9,60.0,59.1,60.0,1.5,1278
2025-06-03,8033,1633678,96143908,59.3,59.5,58.5,58.5,-1.4,1590
2025-06-02,8033,5932479,352424581,57.8,60.6,57.4,59.9,2.3,4367
2025-05-29,8033,881646,50926029,58.2,58.2,57.5,57.6,-0.1,743
2025-05-28,8033,953602,55663125,58.7,59.1,57.6,57.7,-0.7,824
2025-05-27,8033,1413969,82698333,58.6,59.3,58.0,58.4,-0.3,1035
2025-05-26,8033,1088610,64136442,58.6,59.4,58.4,58.7,0.1,908
2025-05-23,8033,1744034,103245607,60.4,60.4,58.6,58.6,-0.9,1403
2025-05-22,8033,1798131,107253549,61.2,61.2,59.1,59.5,-0.8,1418
2025-05-21,8033,1492660,90397935,60.9,61.2,60.3,60.3,-0.3,1434
2025-05-20,8033,3329577,205832833,63.6,64.1,60.5,60.6,-2.1,2943
2025-05-19,8033,2144021,135320315,64.2,64.6,62.4,62.7,-1.0,1803
2025-05-16,8033,1686046,107734928,64.2,64.5,63.6,63.7,-0.4,1731
2025-05-15,8033,3929265,252837478,64.0,65.5,63.6,64.1,0.6,3692
2025-05-14,8033,2671579,170582316,64.3,64.6,63.5,63.5,-0.2,2907
2025-05-13,8033,3723658,238593552,64.1,64.7,63.7,63.7,-0.1,2888
2025-05-12,8033,3362464,213258258,63.5,63.9,63.0,63.8,-0.5,2337
2025-05-09,8033,7862743,506912326,64.2,66.0,63.5,64.3,0.1,5251
2025-05-08,8033,10193428,661363825,63.8,66.0,63.4,64.2,0.9,6845
2025-05-07,8033,9009943,571573476,63.6,65.3,62.4,63.3,-0.2,5955
2025-05-06,8033,9903218,634884205,62.3,65.7,62.2,63.5,1.8,7768
2025-05-05,8033,3596867,225240336,64.6,64.8,61.0,61.7,-2.2,7319
2025-05-02,8033,4004003,254682574,62.5,65.5,61.9,63.9,2.3,3251
2025-04-30,8033,2809821,175003133,63.5,63.6,61.6,61.6,-2.1,2379
2025-04-29,8033,7810013,494520871,64.0,64.3,62.3,63.7,1.2,7210
2025-04-28,8033,4003875,245945872,60.2,62.9,59.5,62.5,2.3,3942
2025-04-25,8033,6439570,390843937,58.5,62.8,58.2,60.2,2.5,6464
