日期,市場,標題,來源,連結
2026-09-02 07:24:19,TW,台股擂台／「Q 女王」劉良梅：美伊衝突擴大 FOMC 前偏震盪整理 | 台股擂台 | 證券,經濟日報,https://news.google.com/rss/articles/CBMiXEFVX3lxTE91dnBQWFk5LVNhaGVRUm1CLVVFWEw3cWxIYWhQMHlmdFBDcnhoS0V1a3B4eTJPMk5pbkpFZG1iXzhNNjRhSmhjOF8wLTZFUlF5dGxlR2lfUkZ2ei1H?oc=5
2026-09-02 07:22:31,TW,TWA00 加權指數- 今日大盤籌碼- 股市爆料同學會,CMoney,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9SVWtkVGctc29XcElXemFXcURuYkY0Uk1sTVpfVzdqWVRQRGNaeW4wbkZzOVZmTkdiS0dvc29BdElOZ21iYnd1RjBrSmRlQkhLM3RReUY5M1Q?oc=5
2026-09-02 07:14:41,TW,大盤受國際情勢影響修正 光聖逆勢強攻漲停,UDN,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1ZX2hpZXJwQXc2RHdGWmhkV2hjWkxZaUFVS01wZmNGNHhjOTMwU3dWbjRadHpGTjNFb0NfNWV6M3QzR3dFSnZRMGRVU0ZGaUt00gFWQVVfeXFMTmJqMGlCX0Y1UEl5d3VvOVVtTW9TMkM0NVU0ZHZnTzZhdHhoVXhpSk1rUmdnSTU1NjlENUFqSHoxeGNiS0xjTmhJbFI0MUFJTlNQZFd1WVE?oc=5
2026-09-02 07:14:41,TW,大盤受國際情勢影響修正 光聖逆勢強攻漲停,UDN,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5iajBpQl9GNVBJeXd1bzlVbU1vUzJDNDVVNGR2Z082YXR4aFV4aUpNa1JnZ0k1NTY5RDVBakh6MXhjYktMY05oSWxSNDFBSU5TUGRXdVlR0gFWQVVfeXFMTmJqMGlCX0Y1UEl5d3VvOVVtTW9TMkM0NVU0ZHZnTzZhdHhoVXhpSk1rUmdnSTU1NjlENUFqSHoxeGNiS0xjTmhJbFI0MUFJTlNQZFd1WVE?oc=5
2026-09-02 07:13:47,TW,【盤後焦點】光學鏡片資金轉強，「10檔概念股」逆勢上攻！,cmnews.com.tw,https://news.google.com/rss/articles/CBMifkFVX3lxTFB5RXFzUm02ZURCUmxIVEUzb0lUaklVaHJVZjV0Tkh6LUJPaUphZVZfWnJXekRxQ3lLX2dPRklIYlNEVjM5LVF0VjZjM0VhWVY5ck1yRjZhYkJnSFZpc183UWtlNTUxQnZlTWhyX2tkclpEcHVUUWQxTDZabHFuUQ?oc=5
2026-09-02 07:12:31,TW,"三大法人重砍1,150億元！外資大賣913億元 台股重挫784點失守5日線",UDN,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1SVHVXeTdjOU40SUVDWV9zbXlUWkFtUGFPRlFCZkNadjVnd05ZYUEzb2xXbkZCc1ptS1YzdDdCamo5NE91Z3gtRGF5ZXVhcXNx0gFWQVVfeXFMUDdqSFdfQW41LVh6U0tMOGhRMV9BTkR4dDhXUTR4RDdPbzBXVldPQkduVDhqZ1Bob0o2aXNxVFFjSjdPSUM5bG03azBrb1lPZVg5a3NwY1E?oc=5
2026-09-02 07:12:00,TW,《台北股市》資金急撤退 三大法人賣超1150億元、今年第十大,富聯網,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQVktaY096TGI3NExuc1k0MTY2MWVLN2FlNy1JVEV1S2pKNTdCcl9PTXBkWkY2WDBVQ2NFM3Nrc3hxSU51WENNdnlYQkkxbGtZX2ZLSnRzbU1BUndRRkYwRkl2TEJpQXFyZWRwbEZpNHNMcGJOZ1Z6SGk4V1Y5d01ZaEctUmhUa1pP?oc=5
2026-09-02 07:05:09,TW,台股2日收盤重挫784點 華邦電買盤力挺股價上漲1.7%作收,台灣好新聞,https://news.google.com/rss/articles/CBMi3AJBVV95cUxNWjVLVHBrS1BBUGpyYkM5ejQ5cmxOdm53Y3AwNU82OTRuY2xwNU1DUXd0M3B1MXdISmdSNndfNy15aDNDN0NFemJJUjB1c0JZMHM3cjVzVkRWenF5dGFtV1pnVGxvWlBqbVJBd3pNTEVSWDRMRzNNV2VLQ0NxWmNYRk5ENlBFQ3V1Smd2OFZWNUhOSEpXMU0wMVdlc1MtajEzMFE2dWgyLWw0SnBJVm14WjJZMUdua2xNT3hxVGtib3R1em5jZ1FmV00wTnV1MzdWMWRRWXE1Y3htZ2tOQ1J3MENHNGpRVDB4SFBsZ2xGV2hRTTlYenN0RkVLRGhaZndEZWdTQU51MkUtRWZZQ09zMGEwWF80YzQ5c29MQl9IOXRPcmhfNnpkS29ONy00cko3VkxqVHRNaFN0YTBGdTMwbkhDbVJzcEpHYWFXMW5DM2dNamtSV2F2Q3pnNnM?oc=5
2026-09-02 07:04:38,TW,台股2日收盤重挫784點 華邦電買盤力挺股價上漲1.7%作收,台灣好新聞,https://news.google.com/rss/articles/CBMimgNBVV95cUxNald0MVRXZi1CS2RuM3owVVRvMlVfV0dOVTBUcnVndWZQNXA4UmJCeFgxNDg1eXBvOFlaWlc3WXZoWC1yc2E0dGZiSS1odVZkWjdYdGJzSnpjTUxCQ2ZHWmd4UDIxSFpTeWNIMFl3ZTEtMmg4U2RodlJxbHZfRFM2bk5rYUVSMnBGdDdIdENOMXNuZ080aGJfY21kYXprcEQ5bkRKUl9zR2EyNkt6QU95d0VyRU9ZamhOcGhrQ2tmQTdrVXJERkIwcDFJOGNQVl8xSmQyeWZpN0g3dGZGNVRWY3VpcTJUY1d0ckluODRwRVQxTUhpTklYX3FVY0xZcE83ZXJia0lGcjFfZm9PNzNwVlR3YkNJdG1qdU9pY0wtdWlDejloOXQ1T3kxZGxPTHQ1Qkx1RkxzNmg4aHVxMzJJZE5ES3JKWHF3R3dNYWNsYUNUTExPRTdUb3I3bXQ1WU9XQndySVNRSnpJUTMwakhwYVdxTkdpNUVZRG5WZHRibFlzeVhuVC1CUUc1aVVjRXRxV3ZWdHpuS0p5dw?oc=5
2026-09-02 07:01:59,TW,"盤中速報 - 半導體業類股表現疲軟，跌幅2.08%，總成交額2,898.77億",TradingView,https://news.google.com/rss/articles/CBMiZEFVX3lxTE81dDZuSVktRUx1OHdKQ3VpZFZjTGlHVl9idk5idG9aNEF2WUZHZHFXandRcHdQcTNoT3BCTnZzcmQ1aDlaeTJIc1NubDFqSzRyUGliTU84cE9KLWVoZWZNX2ZiZ2k?oc=5
2026-09-02 06:58:00,TW,從高階PCB、矽光子到800V電源 台股作戰地圖曝光 大盤預熱中 做三件事卡位Q4行情,今周刊,https://news.google.com/rss/articles/CBMigAFBVV95cUxOeDJyLWh2LVVyZlZ0YndqV2lzVzV2Z2gxZkxCUm5vZmYxUkx0NGZjWVNocU11TlRlTXFNN1NHVGo0YWlZSXdZeWtrZWg3VlJ2MkswaUFTekU1X1hFT1kzQlhBU0kzeU5scm1TRVg4TFNOTFBfdzVqd1hjbWkzZUZXMw?oc=5
2026-09-02 06:58:00,TW,從高階PCB、矽光子到800V電源 台股作戰地圖曝光 大盤預熱中 做三件事卡位Q4行情,今周刊,https://news.google.com/rss/articles/CBMi9AFBVV95cUxOaFhhNFBBeTJzS2dhSG9MNWZuaEhVd2hzSEJkcVBuYnRZMTdZOU90eHdsWWlBQmdmazNBNTUzR2xSWnEyMmNOM0U5VThFMkQ5OUJveWhxRWpNdjFaVVRRRm1DVXozMHhkTGthVVlYSUdXWURNRmMxM05DNjVCa0dqVlB3Q1N4QXhSWW5JTzM0SUFILVFFalZNc180WV9XMGYzYXR0dlJxa29WTFFwM2d3MUFqS3NyLWUyZlVxQ1FyZmhjYTZjcnEyV3h3R2RVcmdlZWpEcXdaODBfaWJlVG5FWmxmc0x4aTMtbm8xWHQ2Z2JSbm9H?oc=5
2026-09-02 06:48:00,TW,《盤後解析》量價齊跌 財報空窗盯中長期AI趨勢,富聯網,https://news.google.com/rss/articles/CBMijwFBVV95cUxNaFFwN1pxZTlGTHBRQWdGQVBQMHJWWFl6cDlyeUttUV9kejNNTng2bUpCX2ROT1ppZm9Pd2ppRy1IeENXT2xsR3BRaHN0VmhRUFR6SmpPdDV1ak1VR3ZreFpxeTBmbXZ5Y19HOXdYRDVpWl9mbEVNWWhVWjFHTXNMeXRqM1VsNmpOaEVqd3hKTQ?oc=5
2026-09-02 06:47:57,TW,台股2日收盤重挫784點 華邦電買盤力挺股價上漲1.7%作收,理財周刊,https://news.google.com/rss/articles/CBMib0FVX3lxTE1Vc0xjTm5JQXltVTNkTlJ1Ty1vaVhOcUI4ckNnWlRVc3FzX0JYY185OE5ZbmkwYUFnTXJMbzJ4ZldMNmtjNWNrdF81RlRZMWxpLVlxLXlSVVpPaFFfZi1nY1RfUjNsOHE4UGhENjYzdw?oc=5
2026-09-02 06:37:09,TW,台股短線操作難度高 法人點名可將2類股納入投資組合,經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTFB1cDA1Y01fYWdQeWZUQjlsQXR3ODlNSWJSSlZCUGFoTTJ0b0V2bHJNQXA2RTRxbTFSamFZeHdmVWp1UVlOZzRKVklURFBvZ05jZXAxc0VUUm83d9IBX0FVX3lxTFBuNkdmbWJtMkQtR0ZzRnZ2V1FlNi1LTTlpeV8zQTE3UEJxSmY1QUJIUF9FU1VoSVJyWlcxNFFBX1JxUTdUc3VlNDdERDBOb0lfMm95eUs5anlrcUpxb05z?oc=5
2026-09-02 06:37:09,TW,台股短線操作難度高 法人點名可將2類股納入投資組合,經濟日報,https://news.google.com/rss/articles/CBMid0FVX3lxTE9iYVg3TWNQd3ZKV3V5YUxxRGZyM3JOZklqck9EVTBKN1dobFZnQ2JHMmF5QUxxbGt3WG40LTdEVHRjZy15THFQSlR3RXNfNXlZdUdtSkhVN0pXVXJDMzRUOE43OUlPY2xhT1ZWQXQzRkpKQU9wU09V0gFfQVVfeXFMUG42R2ZtYm0yRC1HRnNGdnZXUWU2LUtNOWl5XzNBMTdQQnFKZjVBQkhQX0VTVWhJUnJaVzE0UUFfUnFRN1RzdWU0N0REME5vSV8yb3l5SzlqeWtxSnFvTnM?oc=5
2026-09-02 06:37:08,TW,台股短線操作難度高 法人點名可將2類股納入投資組合,UDN,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5XZFVwR3VQbF9VRFdkcEl0dC1qWmdwYzhBNnNFRFMtYjZsc3ZocHh3bGhLZXZaN2dRbTJ2TjZWVUhRY2tESnhfWXdaazZqc04t0gFWQVVfeXFMUEgyVmdfazc0UGNWSXJ5VkJlTjZMLUFjQk1sNS1DQ3lhMXAxRGdlU2l0MXhmdGZNUW1tSGFNMzlCSWNpSVhVRVhGbm5FbzV5QUlVU19aS2c?oc=5
2026-09-02 06:37:08,TW,台股短線操作難度高 法人點名可將2類股納入投資組合,UDN,https://news.google.com/rss/articles/CBMie0FVX3lxTE5oQy1ua2t2cWw0ZmUyRkw1UFVzaDZKWlVCc3NYOTV2akdOWWxlVzBtOTlyV3RYSTQzSjBBazNHUjZZNmNUQnFBakNCTzVvcFItV01peVZ6Vmo0cDRaZDhKSFpxYVlfY2RTMllJeWhGUHZTRXZTMjZzdlI5a9IBVkFVX3lxTFBIMlZnX2s3NFBjVklyeVZCZU42TC1BY0JNbDUtQ0N5YTFwMURnZVNpdDF4ZnRmTVFtbUhhTTM5QkljaUlYVUVYRm5uRW81eUFJVVNfWktn?oc=5
2026-09-02 06:33:53,TW,中東地緣政治與升息隱憂發酵，台股爆量重挫784點，台積電失守季線-財經焦點情報站,CMoney投資網誌,https://news.google.com/rss/articles/CBMiggFBVV95cUxOWFdMSF9QLVRscnp5VkJzbDR0YndyYUhtek9WellTM1ltb0VuVmFZR1pyeGR4bDZlOFlJOERBUlhfOXJvV2VUMFlqdGNHNWJ2VnhOeU95THVFY05VSHF4RWI3WGlLNGlHem9WSnZEeTZaN2VQWXdsUmhpMzI5WXp6dnBB?oc=5
2026-09-02 06:31:48,TW,台股下跌784點！00406A除息日逆勢爆逾20萬張大量低接買盤湧入| 存股族愛ETF | 股市,UDN,https://news.google.com/rss/articles/CBMidkFVX3lxTE9SUTJLbUo4MFdoVlZvcHZFcTg0RldqS2dYV0ZmTk1IQjhfdmxHX2pTMWtHZ0lHNUd6WnBYNjF1cjloRlIyckYwUy01T1Vnek5pNG96NDBQdFFoTzhlZGRWdmxNS0NpenQ1MWQ1RUZSLUVhOTJMSFE?oc=5
2026-09-02 06:31:48,TW,台股下跌784點！00406A除息日逆勢爆逾20萬張大量低接買盤湧入| 存股族愛ETF | 股市,UDN,https://news.google.com/rss/articles/CBMidEFVX3lxTE41cEwyZ3FLV2JlMEVkcmFaZzROYU54Y3YxMHhyY2lMbU80LXB0TkdvYk5IZWlKYVhsMVdkcUEza3NEX3pSYTEya1JwYXFUblphVkhpMDNUckVJVGJveTQzYU9ZUUliSjVDb0NpMU04bHNMdWhu?oc=5
2026-09-02 06:12:24,TW,美伊戰事升溫 台股爆量重挫784點,PChome Online 股市,https://news.google.com/rss/articles/CBMigAFBVV95cUxPd081TlpUb2FEQWF0cUtDbE1vTlRPWXYtazdEX01OYms2M0R6Nmh1WXNaNlY0aldUZ3pBcUw1NkQ0SWdOekptRFBVREtwakJRU2NMTkRGV2dyUDRCR0hYc25CWGF1NkdaNy1lWFFYeVI1QVZmWnNnUGZCbEIxMnBFdg?oc=5
2026-09-02 06:12:24,TW,美伊衝突升溫！台股重挫784點收最低　台積電跌55元,NOWnews今日新聞,https://news.google.com/rss/articles/CBMiTEFVX3lxTE51cDItN1EyZHgza21oOW1TUnVTSTNvUHJUZ0o0TG9LTm5XU2VIMUpLNVJDRXNrQ3ZYLUY5MXJnZnk1UmMzbDViZW9WczjSAVJBVV95cUxOME5mNGg0NjUtMmVPRGNmQlVBLVQ5bEZxaWJ2WVBmY3FTWmZZQzVuLUxyV2RJY3drSEtLWC0waG1TRFRMbEYtT1N3UzlJZG9PZHBR?oc=5
2026-09-02 06:09:00,TW,台積電跌破季線 台股收跌784點,rti.org.tw,https://news.google.com/rss/articles/CBMiV0FVX3lxTE15VFZISTVLa1FLU0VYS0NQRW0wY2phNkhIamRRV0hxUUhJNzZhc3ZMN0Jwc29KX2poOEctamM2bThUTnpBWV9pRVBjZHNnU1ZOSk14eWE1MA?oc=5
2026-09-02 06:08:07,TW,台積電跌破季線　台股收跌784點,經濟日報,https://news.google.com/rss/articles/CBMigAFBVV95cUxQamJ3VG9JVWQtVEdONkdoejRRNjB0UzZvdFhjdGw5V000UjlGbGhnazBwU0VYQmFmYV9LZEdaYUhPV0dqN1BhSUJYZzlHQmNvQnV2bkJxc0M5cGQ2ZjZmZElWd3N5UTJZcTdjUW1BVUVHVGdzS25UajZod0dtRlF3bNIBX0FVX3lxTFBBamViR3VlUG9lZFE2SUE1cXdGbDBJdkRyM1VIb0VjVG9iaWYtS3pNVlJFb29TRHpKaWoxV2tGWS1CX1htb0JRRzZvQ2dYWVRjc1k2YUR6Z1VESGhIS2hr?oc=5
2026-09-02 05:58:17,TW,今日台股》電子股腿軟！台股收今日最低點46164點 光學族群逆勢走高,卡優新聞網,https://news.google.com/rss/articles/CBMiXEFVX3lxTFB0QkVoZFhZaThkLUdoWE9OeFdGZDZuNnE3UWxNX1g5bmVPN0R6OHc1Z0pVSjVJZ2pzWXByRXlkeTB6OGZCUFIwei1XeVg4blUtQmNqU3EwbHFLMWxK?oc=5
2026-09-02 05:58:17,TW,今日台股》電子股腿軟！台股收今日最低點46164點光學族群逆勢走高- 生活新聞- PChome Online 新聞,PChome Online 新聞,https://news.google.com/rss/articles/CBMihwFBVV95cUxQTGNBRzd6VWpTbzRzaU5JUE5ETWlvUUs4dEEwcHNrdUlxVFlia1NHRE95eDZOdUtLa0hEMVNGQlJZeWZxeGRYd1N6QnZpZUYwV1dEdHo4Ykhfb05zb1ByakdPVVRwbUo5OGFMeFBtZ0daT0N2OFp1SnlTRjFHZldfZ1FHNmx1SmM?oc=5
2026-09-02 05:58:17,TW,今日台股》電子股腿軟！台股收今日最低點46164點 光學族群逆勢走高,卡優新聞網,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5LeVlHUFlKY21rTF9KNWRUcGtRZEtSZEQ1Q3dQWkRoQ0UxRmdncm5OXzJMaEpIam4yalJUbFAyTmg5cVJWV0RTVk1aTTVjY2lpa0ZBMjNfekE2UQ?oc=5
2026-09-02 05:55:54,TW,台股收盤／台積電跌55元拖垮！台股重挫784點 光通訊、機器人留火種,Yahoo新聞,https://news.google.com/rss/articles/CBMiiwNBVV95cUxNaDNhVEZlel9yUkR2U0p5MzU3UkhKdUN0ZWJrdFpob2xuSXN6VWQzdkpCUjdCQUJJNjdka21jUF82aUI2TEFSWGhCdDlabm92TmVHX1YzWlNLR1lfRTV4eWQ2aW5SX3plUzNGSjdxMFJ6UzZCNXkxWGMyaU0tSjh0RjRqZWlreElpMEJMdWpDazlKSEpTMmpaaE1zVDB1Wmh0enpHblVmd3NfQmZ5SUdPMm1ETDFqeDdGaWpYNGNSdlh4VHl6TmNfcjhSdGkzSXBvRUExTmMwbVNLNzFvQ1NlNTFxS3RfMV9salRrQ3ZBSEQybjJOU0RYNG4zckxRLS1GbTN6ZlhxTEZybHA2WXNyeEhjUVVINHg4eWU1Q0VHYkJwWkZ2RHI3TU1UeFNnV2dMU2FiV3I1R0x3V3BmUmhlWDctWEVORnEtNG11NTN2RkFhU0RMRVRqSXRFOFlpYVVITVdrbDZHdEFSVWtyeXhPZVJBM0E2ZlRMWGVBQkF4UHlFeEpKR29RbWY2dw?oc=5
2026-09-02 05:48:25,TW,台股收盤／台積電跌55元拖垮！台股重挫784點 光通訊、機器人留火種,三立新聞網SETN.com,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5sUlZvMTRNaUYzREtkU3NZZlhpSVBlX2k1T0EydU9Pemh1YkVLb2dyM0NXRDhtUUUxQXVmX0tCNHJINjBrTWFTQzBpVQ?oc=5
2026-09-02 05:45:00,TW,收盤／台股跌784點　光通訊機器人留火種,鏡週刊Mirror Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTFAxZGlkcWVORUQwT0U2WHdXZ3dWaERrQVRFaFM3b2tpcXVHQXNrbkRxRkNPNkUxTlc4am5qeEhZLXY5Vjdwd1FtSVFycU5CcEdWbE5GTlJvOHVKMFJZMDlrdElR0gFiQVVfeXFMUDFkaWRxZU5FRDBPRTZYd1dnd1ZoRGtBVEVoUzdva2lxdUdBc2tuRHFGQ082RTFOVzhqbmp4SFktdjlWN3B3UW1JUXJxTkJwR1ZsTkZOUm84dUowUlkwOWt0SVE?oc=5
2026-09-02 05:44:06,TW,"台積電跌幅2.25% 台股開低走低下挫784點收46,164點",經濟日報,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1FTFZCb1FpMEotbnBOcEZ1Y3ZfUG52WDF6VWRTQ0VVUGJOUmZpLXBIRkE0c2ZvbW1CcS1fMmZHdVh0ZDhIaHgzR1lHVWs2UGJpdGdSQ3FINFMwajBvbGRj0gFfQVVfeXFMTUVMVkJvUWkwSi1ucE5wRnVjdl9QbnZYMXpVZFNDRVVQYk5SZmktcEhGQTRzZm9tbUJxLV8yZkd1WHRkOEhoeDNHWUdVazZQYml0Z1JDcUg0UzBqMG9sZGM?oc=5
2026-09-02 05:44:05,TW,"台積電跌幅2.25% 台股開低走低下挫784點收46,164點",UDN,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9FNU56ZlV4VW0wQm91b2VXX1Zka2RZYU9yUTk0c3M4NGtudjZKUU1LX2hYeEI3bFBNSzlveG9VdzVHbFhBMDZnMUIwNGIya1Nz0gFWQVVfeXFMT01ac2hKYjI5LUpDX0VqOW9TZko1VDgwd3hGbjl4NWRiZkFrc1lrdE9NSXQ2SWFuNFRQaGZjSDdRWnBLaVRiUndxWDltaExFOHZLTExRR0E?oc=5
2026-09-02 05:37:57,TW,台股收盤重挫784點 台積電大跌55元、台達電下殺逾7％,中時新聞網,https://news.google.com/rss/articles/CBMibkFVX3lxTE14NkVfb3F0elF2d0lJMUVQbDFOWjFfRWJxbExZTDVMWHlsQTlCUUI4ZDZlUVFxeU5mZXI1ZFpVVXpnMUN2NHgxU2w4SnQ1aTJWSTc4QncwV1UyV3B2bWNIaEVlRm5KSVdpalhGdW1n?oc=5
2026-09-02 05:35:00,TW,台股逼近47K！主動式ETF卻狂換倉 華邦電、旺宏被殺「這些股」被搶進,FTNN 新聞網,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBKVXo0bnU4N2hWQ3U4cl8wcnFmQUo3dENkWGdNUy1tcFZ1WG5SaGRiaDd6cFk3R3NfX0lhQXFFSDNPaHJ3Y2YtdExCYw?oc=5
2026-09-02 05:32:40,TW,盤中看盤重點：,鉅亨號,https://news.google.com/rss/articles/CBMiSEFVX3lxTE4yZ0ZtZGF0bmhBQzVSeXhSWk1xSVlWSGQzUU1GSWk2d1FUVWNCS1g1RnRicVczcDBsNHpPSWlvdUNjZ1V2MnRDSg?oc=5
2026-09-02 05:31:41,TW,【Hot台股】聯發科紅燈一日限定今翻黑...網歎「欣興比發哥還硬」 分析師：拉回是機會,Yahoo股市,https://news.google.com/rss/articles/CBMikARBVV95cUxOZHNRRjEyTWZRTkp0SVhfUzZ3X0w1RnZFZTRyZm5fbjk1R3ZMempUNDFIejJiR1NGbk9Lc29lamdWZFdOLV9FMlF0bGVXcmR4WjNiYmd3ZUVOTWFlei1wZ1k3UWJ4MnNyTVZpVzdIN1o2NW9aWDc5cUEyNkxBWnM4MmEtUWVWYXd5bkxXMWpfdU1sZ1VLbXQ2YWctYXNpbldnUnFadF9oMlh0eXpzMTR2LUYwMGd1c0J5UUdaNW5xdlVGSnhWcUdUMktadGxwYjg0amhXZVUxS0Y1WnF4cG1KNlhpSUFYWU5QMlFQWlhYb1p4anR3bnBwNmMzbDZzV055aFQzMHBYbzRGeVFEVHpQUjJwS1ZnbGVDMXhoZVEwcnBCZkRsUlBNeU1QRHpOc0J6dmRSVm5YdmxxMy10NDJIQkVXeUtBRU9fTER5UXZILWtib2UzM0FrWHNoZWZ2dU1FQUNqT21md3pSM2toWmM0Zm5oVWdoT0NzbVhlcUZHVk1aamNjSlhxWVM1c3lHYVU0dnBQQmY0VFEtRXlzZ3ZWVHBydnQ4SjFWQ25KbGNqeU5Wc1AwVWUxMFl4WUNYMzA5aWYxV29rVUVUeUpWdXdLblVzSndfVXZxN004NHJpWU9yUm9IenQxZjhROGFqYWVWa1dDanRvZ1VjRkdndmtYb0twNkxULWJYamQwQnF6Uks?oc=5
2026-09-02 05:25:00,TW,台指期殺千點！大盤重挫逾700點失守5日線　光學股苦撐,鏡新聞,https://news.google.com/rss/articles/CBMiXkFVX3lxTE52aXJkSmx5OXhOUEN4WVBTOVNWcUJwVHdGX0dvNWhKSmRBMllRQktralRDa2hpWlIwZEtydUpHdmRjaHdQNjB4bXgtTHU0Q01RZjRlQ3ZNWUNBTmU1a2fSAV5BVV95cUxOdmlyZEpseTl4TlBDeFlQUzlTVnFCcFR3Rl9HbzVoSkpkQTJZUUJLa2pUQ2toaVpSMGRLcnVKR3ZkY2h3UDYweG14LUx1NENNUWY0ZUN2TVlDQU5lNWtn?oc=5
2026-09-02 04:56:48,TW,盤中速報 - 其他電子類股表現疲軟，跌幅2%，總成交額209.14億,TradingView,https://news.google.com/rss/articles/CBMiZEFVX3lxTE1EVlBHRHBFaHl5cHJUWkpzakI5NUd2Z2xRRjBWdG5lNmcwWFh1bGVxRFR3MUJORHlQSGtJamVUaDRGaEF4SUxkdmdOZHRyczR3SGhGYTNuZ0hPcUV0ZXM0QzFGS2E?oc=5
2026-09-02 04:52:29,TW,大盤重挫700點00961逆勢開高！連3月配0.19元創14次全填息紀錄| 存股族愛ETF | 股市,UDN,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5jaTl1UE5rWGlJQ1R6VkZlMl82YTNFMUgyMDdtVnNKMk41UTFlUlJBSXhjTEpNS2ppVEhraXk0NGdYUVNiZFRoenI1NzMzbk51cmpV?oc=5
2026-09-02 04:47:54,TW,費半下跌 台積電壓盤 台股開低跌破五日線 法人：逢高調節賣壓出籠,經濟日報,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBrbGozbUdWV01zZFB1cV9NQVdMTHBhbTJ2WUxVUDV3VU9MMXdndTYyRUhiMF9UdUN2QmxEcElUcVRUb3YtRk9QNFp3UXRVY1NCbjVPdm1Kc3hYcU1rWmFr0gFfQVVfeXFMUGtsajNtR1ZXTXNkUHVxX01BV0xMcGFtMnZZTFVQNXdVT0wxd2d1NjJFSGIwX1R1Q3ZCbERwSVRxVFRvdi1GT1A0WndRdFVjU0JuNU92bUpzeFhxTWtaYWs?oc=5
2026-09-02 04:47:49,TW,費半下跌 台積電壓盤 台股開低跌破五日線 法人：逢高調節賣壓出籠,UDN,https://news.google.com/rss/articles/CBMiggFBVV95cUxOaFloZkYtUUZuRTJxX25SOGRZT2JGdjFEbkhwQTJiVnFTVzVtLXcxX05sc0tfcGJkUmxIR0s0M21SYXFyMlNwWFNVUDlLTzFHaUc2MzFkSmpUS3B4X3hURkhGR2JJVUJsSzRuUGkxaEdYNldUZ0V5YUpEWUhDZ3dkUWxR0gFWQVVfeXFMUEZGY2NLdjhtZkcwTjBmeVl6dkp2LW0xQV9ETmpwOGtNclhCQWRrRmY2MnA2ZUw0cDlJLUFYdkM2QTRsMkJRckxKa0Vmc1pCQ3FscGhRRlE?oc=5
2026-09-02 04:44:15,TW,"SEMICON慘淪大型割韭菜現場？台股狂瀉700點、神山失守2,400！背後真正殺機不是美伊戰爭而是「這件事」 - 上市櫃",旺得富理財網,https://news.google.com/rss/articles/CBMiakFVX3lxTE54OFJ4cmdBU2hNclE4c2htaC1JT19GS3pKS2E0RE1GODdMWkJDY0RPc2RQMDZpamNKUFNjc1J5S21HeVNDdG42Tnl3dUVzVVY3Mzg3MTFfeFFBSWFRdGFZYnZtRWplcDJyZVE?oc=5
2026-09-02 04:13:00,TW,南電、鈦昇疲軟下跌！「它」獨亮燈衝漲停 　帶玻璃基板族群吹反攻號角,三立新聞網SETN.com,https://news.google.com/rss/articles/CBMiSEFVX3lxTE0tOTRacnkzTHRCbFN5R29zcHVRaDBYY3dQQTlSVHR5VEhObXNBZkJoX212clNIV29xdUpUZzc3STJrN2pZMGsxUNIBTEFVX3lxTFByN3hQaTVrdUhYcHZBZjZyNFJKOW40UWVaRW1FOUp4d0NxamFaQVFxNUp5WUw3eWFIb21CQmNqRGRlZHlNb2otYjZQUVQ?oc=5
2026-09-02 04:13:00,TW,南電下跌　它衝漲停帶玻璃基板反攻,鏡週刊Mirror Media,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9zNGdGd05nM2xZSzFzNUFFNnBaU2hFZXYwcFVnbjJYWnJjWjBEbVpMNWRiTXZ1bWxYMG9WZy1VdHRra2JFTUNqX3VLd0VoR09IMlpHczJmUEkxN0NWVDNNX1VR0gFiQVVfeXFMT3M0Z0Z3TmczbFlLMXM1QUU2cFpTaEVldjBwVWduMlhacmNaMERtWkw1ZGJNdnVtbFgwb1ZnLVV0dGtrYkVNQ2pfdUt3RWhHT0gyWkdzMmZQSTE3Q1ZUM01fVVE?oc=5
2026-09-02 04:11:59,TW,大摩：AI 時代記憶體進占主導地位，看好兩家台系供應商優於大盤評等,TechNews 科技新報,https://news.google.com/rss/articles/CBMic0FVX3lxTE9sNFcwRGxyUnB6VjE3REFKTGpXRk9ZdmNvWFhsWWlUSFJxcnY5dU5OOThIekZNWXdTWkhicGcwbnVIbGh4RDRBWTZ6eVdvaWNKLVVpZVJpMm1yQVdkQnVyUXFWU3AwcDRmYXNHT1oyYk9OWGc?oc=5
